"","year","cell","cell_lat","cell_lng","gr_mn_open","gr_popen","forest.greenup","gr_pfor","gr_mn_lag","...10","colddays","warmdays","spring.gdd","summer.gdd","ST.PC1","ST.PC2"
"82",2001,592,43.7827146670404,-82.4962552442125,144.24,0.65,128.77,0.35,15.47,257,67,54,320.421119243743,892.888503176537,0.448738756919423,9.7495221126458
"83",2001,593,44.4260057265326,-78.7499999978607,137.28,0.19,134.88,0.81,2.40000000000001,258,74,44,298.227353077308,866.744481004579,-6.98383520458822,4.96209607415347
"84",2001,594,43.7827146678839,-75.0037447526642,134.42,0.07,134.77,0.93,-0.350000000000023,259,73,38,310.401749534286,826.374250378288,-6.14833689887834,4.34659776844356
"85",2001,595,43.1334602440522,-71.3554430901979,140.08,0.01,134.76,0.99,5.32000000000002,260,61,45,334.645961356103,853.354875581698,-4.69357249826457,2.91183336782982
"87",2001,617,39.901362943232,-90.9604566621439,148.37,0.76,116.07,0.24,32.3,262,41,54,676.849061576248,1237.97079781554,34.3890416486231,1.2092192209421
"88",2001,618,40.6811083428193,-87.5982717795415,158.95,0.9,118.79,0.1,40.16,263,45,55,603.387251724784,1138.28216740712,27.2912953866249,2.8669654829403
"89",2001,619,41.3602908290038,-84.1263735168693,149.97,0.84,122.25,0.16,27.72,264,49,59,510.021752623134,1053.96058691549,18.267445741234,4.97081512833127
"90",2001,620,42.0052084710769,-80.5643406598932,143.11,0.29,127.07,0.71,16.04,265,56,60,371.541162959852,953.732147945353,5.19509142293562,8.40316944662963
"91",2001,621,42.0052084718332,-76.9356593369912,137.45,0.08,131.69,0.92,5.75999999999999,266,52,42,374.485220754913,887.11131665961,0.750534119399189,3.60772675016605
"92",2001,622,41.3602908300926,-73.3736264798146,135.07,0.02,128.7,0.98,6.37,267,35,64,425.168700032668,1015.94328200758,6.76087097744673,3.57738989211853
"93",2001,644,37.3548453039453,-92.2073969921021,116.38,0.02,111.39,0.98,4.98999999999999,268,21,70,771.869372712306,1363.01743571663,44.7315050800423,0.226755789522887
"94",2001,645,38.185511830815,-88.952601724861,150.65,0.65,112.14,0.35,38.51,269,29,73,782.275731643937,1292.63079795445,44.6016422507174,-1.14338138115221
"95",2001,646,38.9133345719446,-85.6252957885435,149.82,0.4,113.2,0.6,36.62,270,28,70,696.488405705338,1217.00334104554,38.4293921412541,2.90886872831116
"96",2001,647,39.5762282432288,-82.228512671223,149.19,0.24,118.77,0.76,30.42,271,27,64,583.028885043535,1079.6358492093,26.0980968033144,4.10016406625089
"97",2001,648,40.2321033043929,-78.7499999977145,125.27,0.06,124.73,0.94,0.539999999999992,272,36,58,479.289127819976,1001.42258477117,13.95602294311,4.32223792645522
"98",2001,649,39.5762282442583,-75.2714873254758,148.22,0.2,124.82,0.8,23.4,273,12,79,554.476077583385,1166.50253750041,18.3465739796736,-0.248313110108311
"99",2001,672,35.6719141750947,-90.3080436912314,150.18,0.64,104.83,0.36,45.35,275,13,102,931.422090652692,1493.17883999812,60.7995925607003,-2.72133169113506
"100",2001,673,36.4507394369357,-87.063122007697,122.12,0.16,105.6,0.84,16.52,276,13,88,815.915771802217,1343.57792324961,53.1463241439916,3.39193672557362
"101",2001,674,37.1280761088605,-83.7632953205549,109.46,0.02,113.77,0.98,-4.31,277,17,81,710.247515153899,1207.25158120776,38.6793268812047,1.51893398836054
"102",2001,675,37.7871442771923,-80.4397747302607,113.29,0.03,123.46,0.97,-10.17,278,22,65,531.321678844639,988.262162607834,18.3267538699824,2.49150699958289
"103",2001,676,37.787144278149,-77.0602252664455,141.65,0.06,118.89,0.94,22.76,279,3,91,691.475776076105,1261.13660582776,32.4406788279485,-2.48241795838324
"104",2001,702,35.3305934931475,-82.0025583843542,105.83,0.01,112.28,0.99,-6.45,284,2,99,747.367323905107,1231.42000012626,42.3813756223841,0.796885247181164
"105",2001,703,35.9983013483697,-78.7499999975762,154.25,0.1,117.34,0.9,36.91,285,0,108,833.749258692564,1333.34096992562,42.4690597440328,-9.41079887446762
"106",2001,733,35.330593494296,-75.4974416214385,149.78,0.22,125.08,0.78,24.7,294,0,128,823.15375144408,1382.19087899835,34.097650820882,-16.5193899513168
"107",2001,734,37.1280761101847,-73.7367046853623,154.22,0.34,142.09,0.66,12.13,295,4,86,597.411543853588,1234.48008926252,3.63519018245399,-20.0769293128888
"108",2001,736,40.6811083445034,-69.9017282266508,143.51,0.05,139.19,0.95,4.31999999999999,296,17,78,346.079047354854,960.419685546837,-8.44225046719377,-2.19948866324098
"109",2001,738,44.1402918706975,-65.5800519324866,142.22,0.01,148.56,0.99,-6.34,297,52,58,201.433494788113,671.352537929379,-26.4319881015382,-2.94975102889658
"110",2001,739,45.8181578991492,-63.2081616286462,149.91,0.08,152.05,0.92,-2.14000000000001,298,75,59,170.363312191629,763.510541697682,-31.7735266900426,-4.58821244039217
"111",2001,740,47.4513518013259,-60.6792006261635,152.96,0.12,157.38,0.87,-4.41999999999999,299,76,58,94.0147796876867,647.474849281551,-41.6532989248131,-5.36844020562163
"113",2002,487,49.9751478154167,-61.8189891890388,165.09,0.03,159.12,0.97,5.97,385,105,35,25.2310437496483,366.965258688265,-47.4922687636704,-3.00947036676435
"114",2002,507,48.3185222794017,-93.0488899839306,159.43,0.01,157.79,0.99,1.64000000000001,386,78,30,214.49537041803,853.23225385506,-34.8836030150671,-12.9581361153677
"115",2002,508,49.0717115252331,-89.1336983912323,158.94,0,162.01,1,-3.06999999999999,387,91,32,92.1672675674642,693.850081560912,-46.3933961208209,-9.88834300961387
"116",2002,509,49.7299451365089,-85.0805221420807,160.15,0,162.83,1,-2.68000000000001,388,101,23,111.687707945255,688.738363587251,-46.0501313568678,-11.871607773567
"117",2002,512,49.7299451372616,-72.4194778549693,163.57,0.04,162.51,0.96,1.06,391,113,26,84.5348538138273,544.521605312779,-47.3482279694721,-9.93351116096263
"118",2002,513,49.0717115262395,-68.3663016055686,155.74,0.02,160.6,0.98,-4.85999999999999,392,109,36,80.435373042188,521.308129842488,-45.6825247906431,-7.77921433979168
"119",2002,514,48.3185222805963,-64.4511100125928,161.64,0.01,159.85,0.99,1.78999999999999,393,94,43,84.2758910544225,575.465593013455,-44.7036601137968,-7.25807901663794
"120",2002,534,45.8181578968882,-94.2918383779928,160.4,0.02,148.14,0.98,12.26,394,62,44,313.149966875186,1021.57047331703,-19.3545647536561,-9.18717437677867
"121",2002,535,46.6202372401658,-90.5920142702139,155,0.01,153.65,0.99,1.34999999999999,395,68,37,196.446517099997,834.992217659554,-31.8191727608457,-7.7425663695891
"122",2002,536,47.3238018444925,-86.765883794354,156.94,0.01,157.6,0.99,-0.659999999999997,396,67,53,90.976114914455,710.351392295172,-42.0543794533133,-5.40735967712148
"123",2002,537,47.9578000244937,-82.8176553580113,160.42,0.01,161.51,0.99,-1.09,397,94,38,143.664256840154,731.780696346901,-42.8245804634268,-12.457158667008
"124",2002,538,48.5865921308426,-78.7499999980182,154.7,0.03,161.65,0.97,-6.95000000000002,398,102,36,138.676097171605,707.428285194856,-43.2618355594746,-12.2999035709602
"125",2002,539,47.9578000251635,-74.6823446390516,162.52,0.02,161.68,0.98,0.840000000000003,399,101,33,110.415778535452,645.065988040195,-44.975928348945,-10.6458107814898
"126",2002,540,47.3238018454606,-70.7341162024827,150.72,0.05,158.14,0.95,-7.41999999999999,400,92,35,114.818751768908,667.251593633189,-41.1735457633074,-7.3681933671273
"127",2002,541,46.6202372413531,-66.9079857263678,162.66,0.03,154.87,0.97,7.78999999999999,401,79,40,140.212373502224,708.539535654408,-36.3902855693864,-5.61145356104841
"128",2002,562,44.1402918686353,-91.9199480740029,151.23,0.39,140.67,0.61,10.56,402,42,63,380.848113723123,1085.67580856509,-7.85028748895216,-5.75145164148257
"129",2002,563,44.8891978391312,-88.2953307659256,146.75,0.26,147.38,0.74,-0.629999999999995,403,46,54,245.686067350441,967.262819061685,-22.6148827197045,-4.40685641073023
"130",2002,564,45.5580435896312,-84.5586595325796,140.46,0.07,151.82,0.93,-11.36,404,51,52,177.533630748593,887.472223680834,-31.1162320818162,-4.78550704861858
"131",2002,565,46.1870092076203,-80.7130536184924,145.17,0.02,155.66,0.98,-10.49,405,67,49,149.048720265846,857.58088626107,-36.6537087794545,-6.92803035098023
"132",2002,566,46.1870092081857,-76.7869463785758,144.52,0.05,151.49,0.95,-6.97,406,68,39,182.040845201861,826.365593635025,-30.517637539091,-4.72410159134378
"133",2002,567,45.5580435905451,-72.9413404642818,158.96,0.21,147.5,0.79,11.46,407,58,44,191.511628843379,822.522887756374,-25.9632532995973,-1.29848583083747
"134",2002,568,44.8891978402986,-69.2046692307013,143.18,0.01,148.09,0.99,-4.91,408,47,44,159.825845874582,795.46079055602,-28.4414768300359,-0.000262300398907213
"135",2002,589,41.5914814738607,-93.0964601408556,153.63,0.94,122.68,0.06,30.95,409,24,75,536.028139272701,1205.40220229276,19.3872219062021,2.9910389633631
"136",2002,590,42.4255736420171,-89.6927335499159,153.17,0.77,129.63,0.23,23.54,410,28,72,430.558526858162,1152.17122499398,6.1520622778766,2.32619859168864
"137",2002,591,43.1334602429176,-86.1445569064626,149.06,0.35,137.93,0.65,11.13,411,27,79,321.784060456215,1063.17960407938,-8.63004066315903,0.508301532724251
"138",2002,592,43.7827146670404,-82.4962552442125,157.17,0.65,136.35,0.35,20.82,412,33,77,270.102700792806,1017.85594557213,-10.1298433461985,5.16810421576373
"139",2002,593,44.4260057265326,-78.7499999978607,142.68,0.19,142.87,0.81,-0.189999999999998,413,42,66,227.086294785421,988.345118468573,-19.2132829209134,1.21154379047867
"140",2002,594,43.7827146678839,-75.0037447526642,130.44,0.07,139.85,0.93,-9.41,414,35,50,249.231379174079,907.263825855905,-14.8736100105931,2.91187088015832
"141",2002,595,43.1334602440522,-71.3554430901979,138.26,0.01,138.25,0.99,0.00999999999999091,415,20,49,275.965732245969,943.180975868242,-11.6804527706061,2.91871364017133
"143",2002,617,39.901362943232,-90.9604566621439,153.95,0.76,118.47,0.24,35.48,417,16,90,593.556273659886,1331.26542054821,27.0254463915836,3.77281447798159
"144",2002,618,40.6811083428193,-87.5982717795415,171.1,0.9,123.16,0.1,47.94,418,19,99,513.917458694723,1281.66238570505,17.5895991924929,3.82866167707237
"145",2002,619,41.3602908290038,-84.1263735168693,157.08,0.84,124.61,0.16,32.47,419,19,95,435.947899501378,1208.0664971595,11.4932265126138,7.02503435695145
"146",2002,620,42.0052084710769,-80.5643406598932,149.28,0.29,128.36,0.71,20.92,420,25,93,329.33187021426,1098.8874219996,1.38974945256729,9.62851141699792
"147",2002,621,42.0052084718332,-76.9356593369912,128.44,0.08,132.51,0.92,-4.06999999999999,421,20,66,340.58536086833,1027.49577083094,-2.08963098680795,4.80789185637321
"148",2002,622,41.3602908300926,-73.3736264798146,130.27,0.02,130.36,0.98,-0.0900000000000034,422,7,72,381.5101527102,1113.1010295405,2.4991648292909,4.51909604027431
"149",2002,644,37.3548453039453,-92.2073969921021,118.95,0.02,114.59,0.98,4.36,423,9,101,698.733730582908,1402.92313019539,37.1731958497337,1.38506501983149
"150",2002,645,38.185511830815,-88.952601724861,152.52,0.64,113.42,0.36,39.1,424,11,102,704.803968208888,1431.67969814152,38.7049342840346,2.19332658553065
"151",2002,646,38.9133345719446,-85.6252957885435,151.87,0.39,113.59,0.61,38.28,425,8,104,638.211651722303,1386.98468816944,34.5665558141004,5.99170505546485
"152",2002,647,39.5762282432288,-82.228512671223,147.89,0.23,119.65,0.77,28.24,426,15,87,547.396818449187,1267.40152708729,23.0947057970748,5.34355507249042
"153",2002,648,40.2321033043929,-78.7499999977145,113.42,0.06,124.93,0.94,-11.51,427,15,88,487.741482618764,1158.058012285,14.2597168311355,3.61854403842968
"154",2002,649,39.5762282442583,-75.2714873254758,128.84,0.19,117.15,0.81,11.69,428,2,98,564.336517680887,1296.6899125972,26.6041786802081,6.8340821893571
"155",2002,672,35.6719141750947,-90.3080436912314,160.18,0.63,109.9,0.37,50.28,430,3,123,887.384063135487,1538.7358132698,53.1052723766615,-5.16701150709625
"156",2002,673,36.4507394369357,-87.063122007697,122,0.16,109.62,0.84,12.38,431,4,112,778.683356835765,1465.6497511892,46.907564957768,1.59069591179727
"157",2002,674,37.1280761088605,-83.7632953205549,108.78,0.02,114.16,0.98,-5.38,432,6,106,694.752969954501,1349.19889535501,37.3659738156434,2.05228705392179
"158",2002,675,37.7871442771923,-80.4397747302607,109.04,0.03,123.1,0.97,-14.06,433,9,81,555.437856395334,1146.83258861801,20.123888434727,1.4143724348382
"159",2002,676,37.787144278149,-77.0602252664455,131.44,0.06,114.61,0.94,16.83,434,0,111,758.98113893826,1408.37930803865,40.7434676828945,-2.22520681332925
"160",2002,702,35.3305934931475,-82.0025583843542,102.69,0.01,110.42,0.99,-7.73,439,1,112,779.605298832223,1350.79672880839,46.1625054518414,0.735755417723777
"161",2002,703,35.9983013483697,-78.7499999975762,146.75,0.1,111.25,0.9,35.5,440,1,124,899.115109643859,1464.95074069571,52.4543505113438,-7.21608964177862
"162",2002,733,35.330593494296,-75.4974416214385,148.7,0.22,120.8,0.78,27.9,449,0,153,889.744678640935,1520.88749887801,42.3459465000718,-16.2076856305066
"163",2002,734,37.1280761101847,-73.7367046853623,148.29,0.31,135.17,0.69,13.12,450,1,127,706.101405855115,1416.44447558639,17.0322513664401,-19.6339904968749
"164",2002,736,40.6811083445034,-69.9017282266508,140.11,0.05,138.5,0.95,1.61000000000001,451,1,106,273.479121567264,1050.85676146317,-12.0786352156855,2.8168960852507
"165",2002,738,44.1402918706975,-65.5800519324866,143.32,0.01,152.63,0.99,-9.31,452,26,65,112.412833891823,697.630794261127,-35.8069195518702,-1.71481957856452
"166",2002,739,45.8181578991492,-63.2081616286462,153.35,0.08,153.41,0.92,-0.0600000000000023,453,52,59,109.255032138317,711.361046604654,-36.7750997076613,-2.30663942277346
"167",2002,740,47.4513518013259,-60.6792006261635,154.95,0.12,160.57,0.88,-5.62,454,63,54,56.0029434090982,565.100916927916,-47.1085054929162,-6.2932336375185
"169",2003,487,49.9751478154167,-61.8189891890388,157.68,0.03,150.79,0.97,6.89000000000001,540,120,21,41.5488598013513,380.437320969138,-38.1898552284096,4.34811609797488
"170",2003,507,48.3185222794017,-93.0488899839306,146.8,0.01,144.18,0.99,2.62,541,107,12,271.627081737083,773.245061484529,-17.8690022276069,-2.75273690282787
"171",2003,508,49.0717115252331,-89.1336983912323,146.37,0,148.58,1,-2.21000000000001,542,115,14,161.711234733544,645.468703801305,-28.8191224782111,-0.602616652223663
"172",2003,509,49.7299451365089,-85.0805221420807,148.14,0,151.06,1,-2.92000000000002,543,123,11,187.110888068462,602.918987788463,-29.785502848259,-4.5962362821758
"173",2003,512,49.7299451372616,-72.4194778549693,158.42,0.04,153.08,0.96,5.33999999999997,546,136,12,139.661251405525,533.968731334422,-34.6331281130646,-3.78861101737019
"174",2003,513,49.0717115262395,-68.3663016055686,151.93,0.02,153.72,0.97,-1.78999999999999,547,128,15,112.919486306673,525.718153282533,-36.8667270515803,-2.83501207885449
"175",2003,514,48.3185222805963,-64.4511100125928,158.77,0.01,155.6,0.98,3.17000000000002,548,110,30,104.786478383043,605.540458078954,-39.2313903767619,-4.23034875367283
"176",2003,534,45.8181578968882,-94.2918383779928,159.9,0.02,141.94,0.98,17.96,549,82,29,350.189977144411,958.69448788274,-10.9472713745746,-5.1944677558601
"177",2003,535,46.6202372401658,-90.5920142702139,153.4,0.01,147.45,0.99,5.95000000000002,550,88,20,216.452812541848,777.663252928319,-24.4269548551872,-2.73478427524758
"178",2003,536,47.3238018444925,-86.765883794354,148.87,0.01,149.74,0.99,-0.870000000000005,551,95,26,128.52683559811,651.163542241272,-31.9566517490736,0.214912618638813
"179",2003,537,47.9578000244937,-82.8176553580113,150.06,0.01,150.82,0.99,-0.759999999999991,552,118,16,195.540476918709,635.249146206262,-29.0431656317656,-4.85857349866917
"180",2003,538,48.5865921308426,-78.7499999980182,149.52,0.03,153.01,0.97,-3.48999999999998,553,122,16,185.955548164341,604.503527148546,-31.804352022501,-6.47738710793369
"181",2003,539,47.9578000251635,-74.6823446390516,151.57,0.02,152.36,0.98,-0.79000000000002,554,121,13,155.565227579866,602.683934416518,-32.9653761806128,-4.01636294982197
"182",2003,540,47.3238018454606,-70.7341162024827,153.81,0.05,152.39,0.95,1.42000000000002,555,117,17,136.629549005643,621.876173556481,-34.1237937388558,-2.91794539157889
"183",2003,541,46.6202372413531,-66.9079857263678,160.26,0.03,151.95,0.97,8.31,556,104,23,163.262245125977,746.7685337325,-32.0966944538877,-4.06504467654706
"184",2003,562,44.1402918686353,-91.9199480740029,153.66,0.39,139.66,0.61,14,557,72,36,372.87752772836,1028.07687046868,-7.31527174424157,-4.26646738619318
"185",2003,563,44.8891978391312,-88.2953307659256,154.8,0.26,147.71,0.74,7.09,558,76,33,246.139154365332,875.501643592571,-22.9178822960857,-4.76385683434912
"186",2003,564,45.5580435896312,-84.5586595325796,139.18,0.07,146.33,0.93,-7.15000000000001,559,82,33,186.28205348882,760.613873747549,-25.1048948723621,0.183155741927316
"187",2003,565,46.1870092076203,-80.7130536184924,143.32,0.02,148.2,0.98,-4.88,560,97,26,172.992435099167,756.219682093031,-27.7668516366498,-0.894887493784927
"188",2003,566,46.1870092081857,-76.7869463785758,150,0.05,146.93,0.95,3.06999999999999,561,101,24,211.6319717532,777.932329505732,-24.1942390615641,-1.92750006887065
"189",2003,567,45.5580435905451,-72.9413404642818,162.98,0.21,146.14,0.79,16.84,562,89,29,204.870598927474,797.859138248836,-23.8071637196095,-0.734575410825215
"190",2003,568,44.8891978402986,-69.2046692307013,144.82,0.01,148.33,0.99,-3.51000000000002,563,76,25,179.599523096486,776.96269012952,-27.5031211412885,-1.41861798914628
"191",2003,589,41.5914814738607,-93.0964601408556,157.4,0.94,124.69,0.06,32.71,564,49,46,483.899606722922,1140.53795391065,14.2707712351029,4.08748963446238
"192",2003,590,42.4255736420171,-89.6927335499159,157.4,0.77,133.49,0.23,23.91,565,55,47,393.112273436176,1077.55626805129,0.0605600010419229,0.697700868523297
"193",2003,591,43.1334602429176,-86.1445569064626,149.04,0.35,137.71,0.65,11.33,566,64,53,272.587504581559,940.774422588323,-11.3417685775533,3.66002944711853
"194",2003,592,43.7827146670404,-82.4962552442125,154.97,0.65,140.21,0.35,14.76,567,73,44,210.593652442905,878.204629984388,-17.5361147285072,4.85437559807242
"195",2003,593,44.4260057265326,-78.7499999978607,143.85,0.19,140.47,0.81,3.38,568,78,41,205.859184890763,864.596373515609,-18.0782517691117,4.87651263867691
"196",2003,594,43.7827146678839,-75.0037447526642,135.61,0.07,139.78,0.93,-4.16999999999999,569,75,33,232.060986649482,849.099724369882,-15.8268304001204,4.00509126968563
"197",2003,595,43.1334602440522,-71.3554430901979,142.1,0.01,142.37,0.99,-0.27000000000001,570,63,31,242.565198721048,903.683592221758,-17.790861951691,0.78912282125625
"199",2003,617,39.901362943232,-90.9604566621439,151.79,0.76,118.2,0.24,33.59,572,35,62,553.401315781212,1218.2729006887,24.9025266267494,6.43573424281579
"200",2003,618,40.6811083428193,-87.5982717795415,165.1,0.9,122.8,0.1,42.3,573,45,65,474.69598444234,1132.64021870698,15.6123077121223,6.52595315744293
"201",2003,619,41.3602908290038,-84.1263735168693,157.7,0.84,129.58,0.16,28.12,574,60,55,399.508026571435,1033.27666997862,4.35169660027839,4.22656426928682
"202",2003,620,42.0052084710769,-80.5643406598932,149.54,0.29,126.67,0.71,22.87,575,65,57,274.683124223328,950.119288354428,-0.176886124046178,14.5751469936114
"203",2003,621,42.0052084718332,-76.9356593369912,135.72,0.08,134.34,0.92,1.38,576,64,40,279.608858600815,897.177154659606,-7.55335108451693,6.61161195408216
"204",2003,622,41.3602908300926,-73.3736264798146,136.69,0.02,133.71,0.98,2.97999999999999,577,48,60,302.886009424702,1053.92263325349,-5.53621591570909,5.85447678527431
"205",2003,644,37.3548453039453,-92.2073969921021,113.37,0.02,113.22,0.98,0.150000000000006,578,17,83,668.405375530184,1325.96324999556,36.7358643501005,4.56239651946473
"206",2003,645,38.185511830815,-88.952601724861,142.96,0.65,109.24,0.35,33.72,579,21,77,626.964905057381,1271.32024844609,38.2463381422032,11.0119227273621
"207",2003,646,38.9133345719446,-85.6252957885435,146.89,0.4,108.61,0.6,38.28,580,30,80,587.785782591053,1182.76604954072,36.5415704952838,13.9766903742814
"208",2003,647,39.5762282432288,-82.228512671223,143.72,0.23,114.02,0.77,29.7,581,36,74,512.500724114396,1061.35602802053,26.6451729508061,13.0530879187592
"209",2003,648,40.2321033043929,-78.7499999977145,119.37,0.06,124.43,0.94,-5.06,582,44,65,400.113596639198,1020.30665254592,9.53778381492623,9.340477054639
"210",2003,649,39.5762282442583,-75.2714873254758,147.37,0.2,125.42,0.8,21.95,583,22,81,420.855329597149,1235.04687195103,9.78382801404999,7.11443285551524
"211",2003,672,35.6719141750947,-90.3080436912314,160.05,0.63,107.04,0.37,53.01,585,5,113,838.265841790966,1423.42129662629,53.0382125843455,0.620048285219667
"212",2003,673,36.4507394369357,-87.063122007697,121.6,0.16,103.94,0.84,17.66,586,10,105,719.64223715863,1310.77648462737,49.0691784451926,10.7890824243726
"213",2003,674,37.1280761088605,-83.7632953205549,102.54,0.02,108.93,0.98,-6.39,587,13,99,640.426594908516,1190.28465438684,39.358549012656,10.5197118569092
"214",2003,675,37.7871442771923,-80.4397747302607,99.88,0.03,119.61,0.97,-19.73,588,25,71,455.962217934263,1028.31171187299,17.6859225254559,10.8323383441094
"215",2003,676,37.787144278149,-77.0602252664455,142.26,0.06,117.36,0.94,24.9,589,4,100,625.198680374452,1354.89645088276,30.0210850383227,2.9971758312425
"216",2003,702,35.3305934931475,-82.0025583843542,101.49,0.01,109.86,0.99,-8.37,594,3,104,669.101445064238,1217.61445740417,40.1373446213728,7.88091624819239
"217",2003,703,35.9983013483697,-78.7499999975762,145.51,0.1,113.74,0.9,31.77,595,1,113,780.738603256231,1389.81323099209,42.9100414847263,-2.65178061516104
"218",2003,733,35.330593494296,-75.4974416214385,157.78,0.22,122.83,0.78,34.95,604,1,142,829.085442355813,1484.48235287528,36.7011329603593,-14.622872090794
"219",2003,734,37.1280761101847,-73.7367046853623,156.22,0.34,145.61,0.66,10.61,605,7,106,494.489543138713,1335.6335798293,-6.01815181957325,-17.4635873108615
"220",2003,736,40.6811083445034,-69.9017282266508,150.44,0.05,146.71,0.95,3.72999999999999,606,33,81,213.786697735521,1032.28085180632,-23.8458343348931,-1.83590479554168
"221",2003,738,44.1402918706975,-65.5800519324866,145.17,0.01,151.3,0.99,-6.13000000000002,607,59,47,141.747693609984,705.488879173503,-32.7287925626621,-2.13294656777269
"222",2003,739,45.8181578991492,-63.2081616286462,155.5,0.08,152.71,0.92,2.78999999999999,608,82,42,127.148102329065,776.02520081976,-35.0088134113993,-2.67292571903544
"223",2003,740,47.4513518013259,-60.6792006261635,156.56,0.11,159.33,0.88,-2.77000000000001,609,81,45,75.0099050929115,627.25003289121,-44.7358400218164,-6.18589910861838
"225",2004,487,49.9751478154167,-61.8189891890388,159.28,0.03,149.72,0.97,9.56,695,101,34,30.6786608189146,356.475493012665,-37.7676336190967,6.06589448866192
"226",2004,507,48.3185222794017,-93.0488899839306,156.47,0.01,154.99,0.99,1.47999999999999,696,97,23,159.617763736449,579.054209869387,-35.3538768893897,-6.88786224104505
