"","year","cell","cell_lat","cell_lng","gr_mn_all","gr_pall","gr_mn_for","gr_pfor","p_open","gr_mn_open","gr_mn_lag","spring.gdd","summer.gdd","gdd.comb","spring.mean","spring.dev","summer.mean","summer.dev","FFD","FRD","FFD.dev","FRD.dev","warmearly","warmlateopen"
"1",2000,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.272893905157,859.673380358878,1182.94627426403,342.589054573227,-19.3161606680709,911.875332738559,-52.2019523796811,NA,NA,NA,NA,NA,NA
"2",2000,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.251015252506,655.201196331118,847.452211583624,226.929452311681,-34.6784370591755,737.759060712425,-82.5578643813069,NA,NA,NA,NA,NA,NA
"3",2000,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9687443647801,532.044726964317,630.013471329097,126.12719695244,-28.15845258766,594.456745643851,-62.4120186795341,NA,NA,NA,NA,NA,NA
"4",2000,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.716208931466,942.394937966761,1345.11114689823,413.240498151938,-10.5242892204729,994.920816608938,-52.5258786421773,NA,NA,NA,NA,NA,NA
"5",2000,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.412678098697,762.010689187193,1044.42336728589,287.059674885288,-4.64699678659099,845.746591721305,-83.7359025341127,NA,NA,NA,NA,NA,NA
"6",2000,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.112722320581,676.799922405662,879.912644726243,228.896895659601,-25.7841733390197,775.425480062723,-98.6255576570613,NA,NA,NA,NA,NA,NA
"7",2000,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.327031746792,630.62017121364,802.947202960432,211.414861950081,-39.0878302032884,734.491962183123,-103.871790969483,NA,NA,NA,NA,NA,NA
"8",2000,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.668416842679,613.51033483169,792.17875167437,244.74160310401,-66.0731862613308,727.126858961099,-113.616524129409,NA,NA,NA,NA,NA,NA
"9",2000,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.990591990832,658.880337435367,825.870929426199,251.039790532081,-84.0491985412488,765.086359799027,-106.20602236366,NA,NA,NA,NA,NA,NA
"10",2000,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.772396770534,674.314077278379,843.086474048913,216.517861752194,-47.7454649816602,759.153719405812,-84.8396421274331,NA,NA,NA,NA,NA,NA
"11",2000,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.752044370241,1119.0496763397,1651.80172070994,539.697723140934,-6.94567877069369,1129.18018490739,-10.1305085676895,NA,NA,NA,NA,NA,NA
"12",2000,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.648210227318,1015.66678137225,1448.31499159957,462.755573046242,-30.1073628189244,1059.02090063641,-43.3541192641663,NA,NA,NA,NA,NA,NA
"13",2000,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.98961882696,874.178066869384,1228.16768569634,374.929657933635,-20.9400391066746,969.381739188105,-95.2036723187215,NA,NA,NA,NA,NA,NA
"14",2000,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.182542034899,759.724523183348,1038.90706521825,294.390085377828,-15.2075433429289,876.114751119463,-116.390227936115,NA,NA,NA,NA,NA,NA
"15",2000,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.064398283497,733.349676093441,955.414074376939,265.177547977508,-43.1131496940107,852.346764278222,-118.997088184781,NA,NA,NA,NA,NA,NA
"16",2000,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.597153716051,721.442140780257,968.039294496308,308.494373655141,-61.8972199390895,848.163911395398,-126.721770615141,NA,NA,NA,NA,NA,NA
"17",2000,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.468458343447,768.504823156159,1017.97328149961,308.338644308773,-58.8701859653262,885.927336787101,-117.422513630942,NA,NA,NA,NA,NA,NA
"18",2000,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.883091657015,1240.53422876609,1838.41732042311,641.793931083053,-43.9108394260378,1252.64595127571,-12.1117225096202,NA,NA,NA,NA,NA,NA
"19",2000,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.726903602724,1114.46827852436,1646.19518212709,568.598479838423,-36.8715762356985,1167.77814408186,-53.309865557502,NA,NA,NA,NA,NA,NA
"20",2000,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.096273099389,979.081722363132,1433.17799546252,481.340941602712,-27.2446685033229,1091.07598857245,-111.994266209316,NA,NA,NA,NA,NA,NA
"21",2000,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.43676339863,872.906938035168,1214.3437014338,368.800443958299,-27.3636805596684,982.546677365322,-109.639739330154,NA,NA,NA,NA,NA,NA
"22",2000,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.733086014389,805.914794849547,1150.64788086394,381.847682630691,-37.1145966163022,938.423875819224,-132.509080969677,NA,NA,NA,NA,NA,NA
"23",2000,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.589880440599,952.782106054862,1314.37198649546,401.758082263032,-40.1682018224336,1048.58040773149,-95.7983016766258,NA,NA,NA,NA,NA,NA
"24",2000,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.094757016739,1375.6186105203,2052.71336753704,735.39477907582,-58.300022059081,1358.78548443838,16.8331260819232,NA,NA,NA,NA,NA,NA
"25",2000,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.299421436694,1284.37220346923,1960.67162490593,737.487826825007,-61.1884053883135,1331.64743301329,-47.2752295440569,NA,NA,NA,NA,NA,NA
"26",2000,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.062904985409,1133.00633138851,1736.06923637392,658.985451952893,-55.9225469674839,1239.43102264654,-106.424691258028,NA,NA,NA,NA,NA,NA
"27",2000,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.437320593824,1015.04925687415,1572.48657746797,584.061447963064,-26.6241273692397,1137.37236886908,-122.323111994933,NA,NA,NA,NA,NA,NA
"28",2000,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.449234997895,939.310895197011,1435.76013019491,506.271128756507,-9.82189375861236,1063.26049506446,-123.949599867444,NA,NA,NA,NA,NA,NA
"29",2000,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.158693856119,1101.21882006298,1623.3775139191,563.678764208362,-41.5200703522431,1241.77055899772,-140.551738934742,NA,NA,NA,NA,NA,NA
"30",2000,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,893.600848681888,1611.80108003094,2505.40192871283,913.53615378828,-19.9353051063925,1542.1657212851,69.6353587458375,NA,NA,NA,NA,NA,NA
"31",2000,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.12090170138,1369.57766797599,2107.69856967737,805.403754681256,-67.2828529798755,1398.06328217222,-28.4856141962262,NA,NA,NA,NA,NA,NA
"32",2000,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.834620307796,1186.73602430061,1856.57064460841,723.900779677018,-54.066159369222,1282.72719626344,-95.9911719628299,NA,NA,NA,NA,NA,NA
"33",2000,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.26583377886,971.633182296391,1516.89901607525,572.978357535046,-27.7125237561854,1092.74829272397,-121.115110427581,NA,NA,NA,NA,NA,NA
"34",2000,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.948630732996,1228.50951686126,1916.45814759425,731.270341733415,-43.3217110004193,1373.63485049885,-145.125333637597,NA,NA,NA,NA,NA,NA
"35",2000,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.260952936317,1560.67976822877,2477.94072116508,949.79316198285,-32.5322090465331,1531.8085788048,28.8711894239659,NA,NA,NA,NA,NA,NA
"36",2000,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.242095474558,1374.51474359825,2161.75683907281,833.886843475215,-46.6447480006572,1406.55718702113,-32.0424434228801,NA,NA,NA,NA,NA,NA
"37",2000,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.979569776729,1228.20203888269,1943.18160865942,762.493030236918,-47.513460460189,1313.40088155013,-85.1988426674352,NA,NA,NA,NA,NA,NA
"38",2000,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.708814378197,1337.13080906779,2160.83962344599,845.148727459138,-21.4399130809408,1436.15400397826,-99.02319491047,NA,NA,NA,NA,NA,NA
"39",2000,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198.76978898011,1707.45522117455,2906.22501015467,1210.95145612733,-12.1816671472143,1707.4538744051,0.00134676944867351,NA,NA,NA,NA,NA,NA
"40",2000,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183.86841755359,1692.40944787277,2876.27786542636,1172.79128478405,11.077132769537,1669.07896984756,23.3304780252099,NA,NA,NA,NA,NA,NA
"41",2000,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.256089857941,1496.61409772909,2457.87018758703,987.621737008596,-26.3656471506557,1547.65750392903,-51.043406199934,NA,NA,NA,NA,NA,NA
"42",2000,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.373736651071,1494.56705498324,2466.94079163431,998.696757991798,-26.3230213407269,1565.55897390897,-70.9919189257312,NA,NA,NA,NA,NA,NA
"43",2000,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.121828237847,1365.1756607245,2153.29748896235,851.805728818618,-63.6839005807707,1484.6124904322,-119.436829707701,NA,NA,NA,NA,NA,NA
"44",2000,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.167940617673,893.331743450858,1145.49968406853,316.240452715139,-64.0725120974666,1033.86508364267,-140.533340191815,NA,NA,NA,NA,NA,NA
"45",2000,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.124910903597,692.884567907756,799.009478811353,139.250187884935,-33.1252769813379,750.589201155224,-57.7046332474675,NA,NA,NA,NA,NA,NA
"46",2000,3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126.47895635242,1617.23544965865,2743.71440601106,1153.08144917042,-26.6024928180004,1649.84221740772,-32.6067677490723,NA,NA,NA,NA,NA,NA
"47",2000,3673,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085.7256221452,1593.83330282741,2679.55892497261,1133.20748417339,-47.4818620281853,1646.46188068211,-52.6285778546974,NA,NA,NA,NA,NA,NA
"48",2000,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.22214664399,1632.81557633126,2882.03772297525,1273.14943282274,-23.927286178752,1676.06404605045,-43.2484697191871,NA,NA,NA,NA,NA,NA
"49",2001,534,45.8181578968882,-94.2918383779928,148.28,1,136.68,0.54,0.46,161.897391304348,25.2173913043478,333.618013349454,956.515656853447,1290.1336702029,342.589054573227,-8.9710412237734,911.875332738559,44.6403241148878,32.35,NA,-6.2185,NA,-1.75579444161468,0.636910830957887
"50",2001,535,46.6202372401658,-90.5920142702139,137.73,1,137.74,0.99,0.01,136.739999999997,-1.00000000000261,229.97159990505,750.966453767813,980.938053672863,226.929452311681,3.04214759336926,737.759060712425,13.2073930553876,33.02,NA,-2.6345,NA,-1.38796544164398,-0.854653818935753
"51",2001,536,47.3238018444925,-86.7658837943541,143.27,1,143.26,0.99,0.01,144.260000000003,1.00000000000259,107.935887131925,577.303137342614,685.239024474539,126.12719695244,-18.1913098205151,594.456745643851,-17.1536083012372,44.23,NA,-3.621,NA,-2.09278931190031,-0.731400350958134
