"","HEXcell","ObsYear","ObsMonth","ObsDay","Code","ntot"
"1",507,2003,7,29,"Oth",6
"2",507,2003,7,29,"RE",18
"3",507,2003,7,29,"RL",60
"4",507,2003,7,29,"RP",9
"5",507,2007,5,25,"Oth",45
"6",507,2007,5,25,"RL",30
"7",507,2007,5,25,"RP",32
"8",507,2007,5,28,"Oth",16
"9",507,2007,5,28,"RL",12
"10",507,2007,5,28,"RP",23
"11",507,2007,6,30,"Oth",4
"12",507,2007,6,30,"RE",23
"13",507,2007,6,30,"RL",31
"14",507,2007,6,30,"RP",5
"15",507,2008,6,20,"Oth",2
"16",507,2008,6,20,"RL",24
"17",507,2008,6,20,"RP",12
"18",507,2008,7,18,"Oth",2
"19",507,2008,7,18,"RE",29
"20",507,2008,7,18,"RL",78
"21",507,2008,7,18,"RP",8
"22",507,2014,7,19,"Oth",48
"23",507,2014,7,19,"RE",167
"24",507,2014,7,19,"RL",977
"25",507,2014,7,19,"RP",47
"26",507,2018,7,21,"Oth",34
"27",507,2018,7,21,"RE",34
"28",507,2018,7,21,"RL",NA
"29",507,2018,7,21,"RP",2
"30",534,2003,8,4,"Oth",24
"31",534,2003,8,4,"RL",21
"32",534,2003,8,4,"RP",14
"33",534,2015,5,27,"Oth",10
"34",534,2015,5,27,"RL",124
"35",534,2015,5,27,"RP",14
"36",534,2017,6,14,"Oth",28
"37",534,2017,6,14,"RE",NA
"38",534,2017,6,14,"RL",NA
"39",534,2017,6,14,"RP",28
"40",534,2017,6,26,"Oth",NA
"41",534,2017,6,26,"RE",NA
"42",534,2017,6,26,"RL",NA
"43",534,2017,6,26,"RP",NA
"44",534,2017,7,6,"Oth",NA
"45",534,2017,7,6,"RE",NA
"46",534,2017,7,6,"RL",NA
"47",534,2017,7,6,"RP",NA
"48",534,2017,7,20,"Oth",96
"49",534,2017,7,20,"RL",72
"50",534,2017,7,20,"RP",30
"51",534,2017,8,15,"Oth",NA
"52",534,2017,8,15,"RL",NA
"53",534,2017,8,15,"RP",NA
"54",534,2018,6,13,"Oth",12
"55",534,2018,6,13,"RE",22
"56",534,2018,6,13,"RL",NA
"57",534,2018,6,13,"RP",6
"58",534,2018,6,18,"Oth",28
"59",534,2018,6,18,"RE",NA
"60",534,2018,6,18,"RL",20
"61",534,2018,6,18,"RP",28
"62",534,2018,6,20,"Oth",NA
"63",534,2018,6,20,"RE",NA
"64",534,2018,6,20,"RL",30
"65",534,2018,6,20,"RP",NA
"66",534,2018,6,25,"Oth",22
"67",534,2018,6,25,"RL",72
"68",534,2018,6,25,"RP",4
"69",534,2018,7,2,"Oth",NA
"70",534,2018,7,2,"RE",NA
"71",534,2018,7,2,"RL",NA
"72",534,2018,7,2,"RP",18
"73",534,2018,7,4,"Oth",80
"74",534,2018,7,4,"RE",17
"75",534,2018,7,4,"RL",569
"76",534,2018,7,4,"RP",12
"77",534,2018,7,13,"Oth",76
"78",534,2018,7,13,"RE",46
"79",534,2018,7,13,"RL",NA
"80",534,2018,7,13,"RP",12
"81",534,2018,7,29,"Oth",54
"82",534,2018,7,29,"RL",70
"83",534,2018,7,29,"RP",8
"84",534,2018,8,27,"Oth",120
"85",534,2018,8,27,"RL",76
"86",534,2018,8,27,"RP",4
"87",535,2002,5,26,"Oth",2
"88",535,2002,5,26,"RL",33
"89",535,2002,5,26,"RP",69
"90",535,2014,7,31,"RE",68
"91",535,2014,7,31,"RL",128
"92",535,2014,7,31,"RP",4
"93",535,2018,7,14,"Oth",12
"94",535,2018,7,14,"RE",2
"95",535,2018,7,14,"RL",188
"96",535,2018,7,14,"RP",2
"97",562,2001,8,12,"Oth",14
"98",562,2001,8,12,"RE",1
"99",562,2001,8,12,"RL",24
"100",562,2001,8,12,"RP",13
"101",562,2002,5,27,"Oth",2
"102",562,2002,5,27,"RL",38
"103",562,2002,5,27,"RP",12
"104",562,2009,5,18,"Oth",1
"105",562,2009,5,18,"RL",45
"106",562,2009,5,18,"RP",62
"107",562,2014,6,8,"Oth",10
"108",562,2014,6,8,"RE",4
"109",562,2014,6,8,"RL",224
"110",562,2014,6,8,"RP",6
"111",562,2015,6,28,"Oth",24
"112",562,2015,6,28,"RE",2
"113",562,2015,6,28,"RL",33
"114",562,2015,6,28,"RP",5
"115",562,2015,7,9,"Oth",140
"116",562,2015,7,9,"RE",104
"117",562,2015,7,9,"RL",379
"118",562,2015,7,9,"RP",24
"119",562,2015,7,27,"Oth",4
"120",562,2015,7,27,"RE",2
"121",562,2015,7,27,"RL",NA
"122",562,2015,7,27,"RP",10
"123",562,2016,7,9,"Oth",42
"124",562,2016,7,9,"RE",44
"125",562,2016,7,9,"RL",190
"126",562,2016,7,9,"RP",36
"127",562,2017,7,8,"Oth",52
"128",562,2017,7,8,"RE",15
"129",562,2017,7,8,"RL",189
"130",562,2017,7,8,"RP",17
"131",562,2017,9,4,"Oth",NA
"132",562,2017,9,4,"RL",NA
"133",562,2017,9,4,"RP",58
"134",562,2018,7,7,"Oth",294
"135",562,2018,7,7,"RE",60
"136",562,2018,7,7,"RL",952
"137",562,2018,7,7,"RP",148
"138",562,2018,7,11,"Oth",107
"139",562,2018,7,11,"RE",14
"140",562,2018,7,11,"RL",249
"141",562,2018,7,11,"RP",113
"142",562,2018,8,17,"Oth",270
"143",562,2018,8,17,"RL",NA
"144",562,2018,8,17,"RP",NA
"145",563,2003,4,16,"Oth",26
"146",563,2003,4,16,"RE",4
"147",563,2003,4,16,"RL",79
"148",563,2003,4,16,"RP",23
"149",563,2014,6,26,"Oth",10
"150",563,2014,6,26,"RE",74
"151",563,2014,6,26,"RL",300
"152",563,2014,7,3,"Oth",48
"153",563,2014,7,3,"RE",712
"154",563,2014,7,3,"RL",818
"155",563,2014,7,3,"RP",14
"156",563,2015,6,9,"Oth",4
"157",563,2015,6,9,"RL",258
"158",563,2015,6,9,"RP",2
"159",563,2015,6,27,"Oth",6
"160",563,2015,6,27,"RE",1000
"161",563,2015,6,27,"RL",856
"162",563,2015,6,27,"RP",12
"163",563,2015,7,2,"Oth",22
"164",563,2015,7,2,"RE",6
"165",563,2015,7,2,"RL",88
"166",563,2015,7,2,"RP",40
"167",563,2015,7,3,"Oth",48
"168",563,2015,7,3,"RE",26
"169",563,2015,7,3,"RL",102
"170",563,2015,7,3,"RP",46
"171",563,2015,7,11,"Oth",38
"172",563,2015,7,11,"RE",28
"173",563,2015,7,11,"RL",264
"174",563,2015,7,11,"RP",2
"175",563,2015,7,21,"Oth",56
"176",563,2015,7,21,"RE",8
"177",563,2015,7,21,"RL",138
"178",563,2015,7,21,"RP",20
"179",563,2016,6,28,"Oth",22
"180",563,2016,6,28,"RE",122
"181",563,2016,6,28,"RL",256
"182",563,2016,6,28,"RP",14
"183",563,2018,7,6,"Oth",22
"184",563,2018,7,6,"RL",212
"185",563,2018,7,6,"RP",2
"186",563,2018,7,25,"Oth",64
"187",563,2018,7,25,"RE",2
"188",563,2018,7,25,"RL",122
"189",563,2018,7,25,"RP",10
"190",563,2018,7,28,"Oth",24
"191",563,2018,7,28,"RE",14
"192",563,2018,7,28,"RL",122
"193",563,2018,7,28,"RP",2
"194",563,2018,7,31,"Oth",28
"195",563,2018,7,31,"RL",82
"196",563,2018,7,31,"RP",2
"197",564,2017,6,8,"Oth",1
"198",564,2017,6,8,"RL",29
"199",564,2017,6,8,"RP",12
"200",564,2017,6,13,"Oth",3
"201",564,2017,6,13,"RL",73
"202",564,2017,6,13,"RP",6
"203",564,2017,6,28,"Oth",23
"204",564,2017,6,28,"RE",62
"205",564,2017,6,28,"RL",396
"206",564,2017,6,28,"RP",6
"207",564,2018,6,2,"Oth",2
"208",564,2018,6,2,"RL",194
"209",564,2018,6,2,"RP",58
"210",564,2018,6,6,"Oth",6
"211",564,2018,6,6,"RL",84
"212",564,2018,6,6,"RP",184
"213",564,2018,6,7,"Oth",3
"214",564,2018,6,7,"RL",142
"215",564,2018,6,7,"RP",38
"216",564,2018,6,9,"RL",90
"217",564,2018,6,9,"RP",62
"218",564,2018,6,12,"Oth",3
"219",564,2018,6,12,"RL",225
"220",564,2018,6,12,"RP",17
"221",564,2018,6,28,"Oth",5
"222",564,2018,6,28,"RE",221
"223",564,2018,6,28,"RL",266
"224",564,2018,6,28,"RP",2
"225",564,2018,7,31,"Oth",68
"226",564,2018,7,31,"RE",4
"227",564,2018,7,31,"RL",1070
"228",564,2018,7,31,"RP",38
"229",567,2002,6,14,"Oth",26
"230",567,2002,6,14,"RL",74
"231",567,2002,6,14,"RP",81
"232",567,2002,7,8,"Oth",17
"233",567,2002,7,8,"RE",25
"234",567,2002,7,8,"RL",336
"235",567,2002,7,8,"RP",45
"236",567,2002,7,9,"Oth",9
"237",567,2002,7,9,"RE",56
"238",567,2002,7,9,"RL",184
"239",567,2002,7,9,"RP",37
"240",567,2002,8,18,"Oth",15
"241",567,2002,8,18,"RE",12
"242",567,2002,8,18,"RL",87
"243",567,2002,8,18,"RP",8
"244",567,2002,8,19,"Oth",56
"245",567,2002,8,19,"RE",11
"246",567,2002,8,19,"RL",186
"247",567,2002,8,19,"RP",6
"248",567,2002,8,21,"Oth",67
"249",567,2002,8,21,"RE",13
"250",567,2002,8,21,"RL",129
"251",567,2002,8,21,"RP",6
"252",567,2002,8,23,"Oth",47
"253",567,2002,8,23,"RE",2
"254",567,2002,8,23,"RL",83
"255",567,2002,8,23,"RP",4
"256",567,2005,8,16,"Oth",19
"257",567,2005,8,16,"RE",6
"258",567,2005,8,16,"RL",31
"259",567,2005,8,16,"RP",0
"260",567,2014,7,18,"Oth",NA
"261",567,2014,7,18,"RE",NA
"262",567,2014,7,18,"RL",NA
"263",567,2014,7,18,"RP",14
"264",567,2015,8,9,"Oth",34
"265",567,2015,8,9,"RE",4
"266",567,2015,8,9,"RL",46
"267",567,2015,8,9,"RP",2
"268",567,2016,7,1,"Oth",4
"269",567,2016,7,1,"RE",NA
"270",567,2016,7,1,"RL",NA
"271",567,2016,7,1,"RP",32
"272",567,2017,7,18,"Oth",10
"273",567,2017,7,18,"RE",2
"274",567,2017,7,18,"RL",134
"275",567,2017,7,18,"RP",6
"276",567,2018,6,29,"Oth",52
"277",567,2018,6,29,"RE",6
"278",567,2018,6,29,"RL",190
"279",567,2018,6,29,"RP",34
"280",567,2018,6,30,"Oth",28
"281",567,2018,6,30,"RL",NA
"282",567,2018,6,30,"RP",30
"283",568,2003,6,23,"Oth",1
"284",568,2003,6,23,"RL",26
"285",568,2003,6,23,"RP",21
"286",568,2014,7,19,"Oth",24
"287",568,2014,7,19,"RE",NA
"288",568,2014,7,19,"RL",NA
"289",568,2014,7,19,"RP",34
"290",568,2016,7,7,"Oth",70
"291",568,2016,7,7,"RE",NA
"292",568,2016,7,7,"RL",NA
"293",568,2016,7,7,"RP",NA
"294",568,2016,7,13,"Oth",14
"295",568,2016,7,13,"RE",NA
"296",568,2016,7,13,"RL",60
"297",568,2016,7,13,"RP",14
"298",568,2016,7,16,"Oth",22
"299",568,2016,7,16,"RE",66
"300",568,2016,7,16,"RL",180
"301",568,2016,7,16,"RP",12
"302",568,2016,7,22,"Oth",20
"303",568,2016,7,22,"RE",18
"304",568,2016,7,22,"RL",200
"305",568,2016,7,22,"RP",18
"306",568,2017,6,4,"Oth",22
"307",568,2017,6,4,"RL",44
"308",568,2017,6,4,"RP",62
"309",589,2017,5,7,"Oth",19
"310",589,2017,5,7,"RL",17
"311",589,2017,5,7,"RP",13
"312",589,2017,6,15,"Oth",10
"313",589,2017,6,15,"RE",10
"314",589,2017,6,15,"RL",58
"315",589,2017,6,15,"RP",6
"316",589,2017,6,19,"Oth",72
"317",589,2017,6,19,"RE",8
"318",589,2017,6,19,"RL",56
"319",589,2017,6,19,"RP",6
"320",589,2018,6,3,"Oth",47
"321",589,2018,6,3,"RE",3
"322",589,2018,6,3,"RL",133
"323",589,2018,6,3,"RP",217
"324",590,2002,8,3,"Oth",4
"325",590,2002,8,3,"RL",24
"326",590,2002,8,3,"RP",13
"327",590,2002,8,10,"Oth",13
"328",590,2002,8,10,"RL",11
"329",590,2002,8,10,"RP",12
"330",590,2002,8,11,"Oth",11
"331",590,2002,8,11,"RL",15
"332",590,2002,8,11,"RP",11
"333",590,2006,6,24,"Oth",2
"334",590,2006,6,24,"RL",40
"335",590,2006,6,24,"RP",30
"336",590,2006,11,11,"Oth",31
"337",590,2006,11,11,"RL",10
"338",590,2006,11,11,"RP",34
"339",590,2008,6,15,"Oth",20
"340",590,2008,6,15,"RL",8
"341",590,2008,6,15,"RP",17
"342",590,2008,6,18,"Oth",2
"343",590,2008,6,18,"RL",26
"344",590,2008,6,18,"RP",17
"345",590,2009,5,24,"Oth",5
"346",590,2009,5,24,"RL",39
"347",590,2009,5,24,"RP",8
"348",590,2015,8,6,"Oth",70
"349",590,2015,8,6,"RL",110
"350",590,2015,8,6,"RP",16
"351",590,2018,8,4,"Oth",8
"352",590,2018,8,4,"RL",172
"353",590,2018,8,4,"RP",22
"354",591,2002,8,3,"RE",3
"355",591,2002,8,3,"RL",25
"356",591,2002,8,3,"RP",24
"357",591,2002,8,6,"Oth",1
"358",591,2002,8,6,"RE",2
"359",591,2002,8,6,"RL",28
"360",591,2002,8,6,"RP",16
"361",591,2002,8,7,"Oth",1
"362",591,2002,8,7,"RL",25
"363",591,2002,8,7,"RP",16
"364",591,2002,8,9,"Oth",11
"365",591,2002,8,9,"RE",1
"366",591,2002,8,9,"RL",65
"367",591,2002,8,9,"RP",14
"368",591,2002,8,12,"Oth",2
"369",591,2002,8,12,"RL",31
"370",591,2002,8,12,"RP",12
"371",591,2002,8,18,"RL",14
"372",591,2002,8,18,"RP",21
"373",591,2003,6,22,"Oth",2
"374",591,2003,6,22,"RE",2
"375",591,2003,6,22,"RL",40
"376",591,2003,6,22,"RP",31
"377",591,2003,6,25,"Oth",2
"378",591,2003,6,25,"RL",19
"379",591,2003,6,25,"RP",10
"380",591,2003,6,28,"Oth",1
"381",591,2003,6,28,"RE",10
"382",591,2003,6,28,"RL",23
"383",591,2003,6,28,"RP",11
"384",591,2003,7,19,"Oth",7
"385",591,2003,7,19,"RL",16
"386",591,2003,7,19,"RP",14
"387",591,2003,7,30,"Oth",3
"388",591,2003,7,30,"RL",32
"389",591,2003,7,30,"RP",6
"390",591,2003,8,3,"Oth",5
"391",591,2003,8,3,"RE",2
"392",591,2003,8,3,"RL",25
"393",591,2003,8,3,"RP",6
"394",591,2003,8,6,"Oth",9
"395",591,2003,8,6,"RL",52
"396",591,2003,8,6,"RP",40
"397",591,2003,8,13,"Oth",6
"398",591,2003,8,13,"RE",1
"399",591,2003,8,13,"RL",42
"400",591,2003,8,13,"RP",41
"401",591,2006,7,6,"Oth",8
"402",591,2006,7,6,"RL",36
"403",591,2006,7,6,"RP",23
"404",591,2017,5,26,"Oth",5
"405",591,2017,5,26,"RE",28
"406",591,2017,5,26,"RL",81
"407",591,2017,5,26,"RP",26
"408",591,2017,8,8,"Oth",5
"409",591,2017,8,8,"RL",17
"410",591,2017,8,8,"RP",20
"411",591,2018,8,9,"Oth",330
"412",591,2018,8,9,"RL",268
"413",591,2018,8,9,"RP",98
"414",592,2005,6,19,"Oth",4
"415",592,2005,6,19,"RE",30
"416",592,2005,6,19,"RL",253
"417",592,2005,6,19,"RP",12
"418",592,2005,7,3,"Oth",10
"419",592,2005,7,3,"RE",55
"420",592,2005,7,3,"RL",74
"421",592,2005,7,3,"RP",15
"422",592,2005,7,4,"Oth",8
"423",592,2005,7,4,"RE",0
"424",592,2005,7,4,"RL",82
"425",592,2005,7,4,"RP",10
"426",592,2005,7,6,"Oth",1
"427",592,2005,7,6,"RE",50
"428",592,2005,7,6,"RL",62
"429",592,2005,7,6,"RP",46
"430",592,2005,7,9,"Oth",7
"431",592,2005,7,9,"RE",75
"432",592,2005,7,9,"RL",97
"433",592,2005,7,9,"RP",13
"434",592,2007,6,23,"Oth",23
"435",592,2007,6,23,"RL",27
"436",592,2007,6,23,"RP",21
"437",592,2007,6,24,"Oth",7
"438",592,2007,6,24,"RE",1000
"439",592,2007,6,24,"RL",263
"440",592,2007,6,24,"RP",27
"441",592,2015,6,10,"Oth",6
"442",592,2015,6,10,"RL",46
"443",592,2015,6,10,"RP",14
"444",592,2017,6,7,"Oth",14
"445",592,2017,6,7,"RL",204
"446",592,2017,6,7,"RP",26
"447",592,2017,6,14,"Oth",18
"448",592,2017,6,14,"RL",572
"449",592,2017,6,14,"RP",28
"450",592,2017,6,27,"Oth",24
"451",592,2017,6,27,"RE",16
"452",592,2017,6,27,"RL",270
"453",592,2017,6,27,"RP",40
"454",592,2017,7,7,"Oth",34
"455",592,2017,7,7,"RE",24
"456",592,2017,7,7,"RL",32
"457",592,2017,7,7,"RP",36
"458",592,2017,7,17,"Oth",104
"459",592,2017,7,17,"RE",2
"460",592,2017,7,17,"RL",250
"461",592,2017,7,17,"RP",26
"462",592,2017,8,10,"Oth",160
"463",592,2017,8,10,"RL",78
"464",592,2017,8,10,"RP",50
"465",592,2017,8,13,"Oth",36
"466",592,2017,8,13,"RE",12
"467",592,2017,8,13,"RL",142
"468",592,2017,8,13,"RP",54
"469",592,2017,8,19,"Oth",30
"470",592,2017,8,19,"RE",2
"471",592,2017,8,19,"RL",244
"472",592,2017,8,19,"RP",38
"473",592,2017,8,23,"Oth",8
"474",592,2017,8,23,"RE",2
"475",592,2017,8,23,"RL",106
"476",592,2017,8,23,"RP",12
"477",592,2017,8,29,"Oth",10
"478",592,2017,8,29,"RE",2
"479",592,2017,8,29,"RL",46
"480",592,2017,8,29,"RP",14
"481",592,2017,9,12,"Oth",32
"482",592,2017,9,12,"RE",4
"483",592,2017,9,12,"RL",38
"484",592,2017,9,12,"RP",6
"485",592,2018,6,16,"Oth",10
"486",592,2018,6,16,"RE",12
"487",592,2018,6,16,"RL",320
"488",592,2018,6,16,"RP",8
"489",592,2018,7,7,"Oth",58
"490",592,2018,7,7,"RE",16
"491",592,2018,7,7,"RL",140
"492",592,2018,7,7,"RP",16
"493",592,2018,7,15,"Oth",212
"494",592,2018,7,15,"RE",10
"495",592,2018,7,15,"RL",572
"496",592,2018,7,15,"RP",10
"497",592,2018,7,18,"Oth",138
"498",592,2018,7,18,"RE",2
"499",592,2018,7,18,"RL",238
"500",592,2018,7,18,"RP",10
"501",592,2018,8,8,"Oth",44
"502",592,2018,8,8,"RE",28
"503",592,2018,8,8,"RL",98
"504",592,2018,8,8,"RP",8
"505",592,2018,8,10,"Oth",84
"506",592,2018,8,10,"RE",2
"507",592,2018,8,10,"RL",332
"508",592,2018,8,10,"RP",100
"509",593,2017,5,20,"Oth",18
"510",593,2017,5,20,"RL",59
"511",593,2017,5,20,"RP",139
"512",594,2003,6,28,"Oth",5
"513",594,2003,6,28,"RL",60
"514",594,2003,6,28,"RP",6
"515",594,2014,7,11,"Oth",136
"516",594,2014,7,11,"RE",250
"517",594,2014,7,11,"RL",246
"518",594,2014,7,11,"RP",50
"519",594,2014,7,18,"Oth",NA
"520",594,2014,7,18,"RE",26
"521",594,2014,7,18,"RL",80
"522",594,2014,7,18,"RP",10
"523",594,2015,5,29,"Oth",4
"524",594,2015,5,29,"RL",NA
"525",594,2015,5,29,"RP",NA
"526",594,2015,6,6,"RL",190
"527",594,2015,6,6,"RP",62
"528",594,2015,6,7,"Oth",2
"529",594,2015,6,7,"RL",46
"530",594,2015,6,7,"RP",32
"531",594,2015,6,18,"Oth",2
"532",594,2015,6,18,"RL",NA
"533",594,2015,6,18,"RP",36
"534",594,2015,7,25,"Oth",30
"535",594,2015,7,25,"RE",12
"536",594,2015,7,25,"RL",244
"537",594,2015,7,25,"RP",60
"538",594,2016,6,15,"RL",76
"539",594,2016,6,15,"RP",20
"540",594,2017,5,28,"Oth",10
"541",594,2017,5,28,"RL",18
"542",594,2017,5,28,"RP",54
"543",595,2001,7,29,"Oth",1
"544",595,2001,7,29,"RE",1
"545",595,2001,7,29,"RL",156
"546",595,2001,7,29,"RP",9
"547",595,2002,5,19,"Oth",5
"548",595,2002,5,19,"RL",43
"549",595,2002,5,19,"RP",39
"550",595,2002,5,26,"RL",42
"551",595,2002,5,26,"RP",4
"552",595,2002,5,27,"Oth",1
"553",595,2002,5,27,"RL",87
"554",595,2002,5,27,"RP",7
"555",595,2002,6,1,"Oth",9
"556",595,2002,6,1,"RL",55
"557",595,2002,6,1,"RP",3
"558",595,2002,6,2,"Oth",3
"559",595,2002,6,2,"RL",67
"560",595,2002,6,2,"RP",58
"561",595,2002,6,29,"RE",11
"562",595,2002,6,29,"RL",30
"563",595,2002,6,29,"RP",7
"564",595,2002,6,30,"Oth",4
"565",595,2002,6,30,"RE",401
"566",595,2002,6,30,"RL",210
"567",595,2002,6,30,"RP",105
"568",595,2002,7,21,"Oth",1
"569",595,2002,7,21,"RE",1
"570",595,2002,7,21,"RL",63
"571",595,2002,7,21,"RP",11
"572",595,2002,8,4,"Oth",15
"573",595,2002,8,4,"RL",239
"574",595,2002,8,4,"RP",15
"575",595,2002,8,9,"Oth",8
"576",595,2002,8,9,"RE",1
"577",595,2002,8,9,"RL",19
"578",595,2002,8,9,"RP",8
"579",595,2002,8,10,"Oth",21
"580",595,2002,8,10,"RL",188
"581",595,2002,8,10,"RP",13
"582",595,2002,8,11,"Oth",18
"583",595,2002,8,11,"RL",80
"584",595,2002,8,11,"RP",16
"585",595,2002,9,8,"Oth",8
"586",595,2002,9,8,"RL",89
"587",595,2002,9,8,"RP",4
"588",595,2002,10,5,"Oth",17
"589",595,2002,10,5,"RE",2
"590",595,2002,10,5,"RL",63
"591",595,2002,10,5,"RP",22
"592",595,2003,5,18,"Oth",1
"593",595,2003,5,18,"RL",164
"594",595,2003,5,18,"RP",102
"595",595,2003,5,31,"RL",82
"596",595,2003,5,31,"RP",33
"597",595,2003,6,15,"Oth",7
"598",595,2003,6,15,"RL",47
"599",595,2003,6,15,"RP",2
"600",595,2003,6,23,"Oth",3
"601",595,2003,6,23,"RL",131
"602",595,2003,6,23,"RP",16
"603",595,2003,6,28,"Oth",12
"604",595,2003,6,28,"RE",198
"605",595,2003,6,28,"RL",140
"606",595,2003,6,28,"RP",116
"607",595,2003,6,29,"Oth",11
"608",595,2003,6,29,"RE",6002
"609",595,2003,6,29,"RL",18
"610",595,2003,6,29,"RP",13
"611",595,2003,7,4,"Oth",8
"612",595,2003,7,4,"RE",4000
"613",595,2003,7,4,"RL",21
"614",595,2003,7,4,"RP",36
"615",595,2003,7,5,"Oth",16
"616",595,2003,7,5,"RE",220
"617",595,2003,7,5,"RL",28
"618",595,2003,7,5,"RP",67
"619",595,2003,7,6,"Oth",4
"620",595,2003,7,6,"RE",1816
"621",595,2003,7,6,"RL",35
"622",595,2003,7,6,"RP",39
"623",595,2003,7,9,"Oth",8
"624",595,2003,7,9,"RE",211
"625",595,2003,7,9,"RL",249
"626",595,2003,7,9,"RP",30
"627",595,2003,7,14,"Oth",35
"628",595,2003,7,14,"RE",2129
"629",595,2003,7,14,"RL",136
"630",595,2003,7,14,"RP",29
"631",595,2003,7,27,"Oth",4
"632",595,2003,7,27,"RE",3
"633",595,2003,7,27,"RL",145
"634",595,2003,7,27,"RP",18
"635",595,2003,8,3,"Oth",20
"636",595,2003,8,3,"RE",9
"637",595,2003,8,3,"RL",104
"638",595,2003,8,3,"RP",61
"639",595,2003,9,7,"Oth",13
"640",595,2003,9,7,"RL",14
"641",595,2003,9,7,"RP",37
"642",595,2004,5,31,"Oth",8
"643",595,2004,5,31,"RL",18
"644",595,2004,5,31,"RP",15
"645",595,2007,7,17,"Oth",7
"646",595,2007,7,17,"RL",23
"647",595,2007,7,17,"RP",19
"648",595,2014,6,17,"Oth",16
"649",595,2014,6,17,"RL",68
"650",595,2014,6,17,"RP",14
"651",595,2014,7,11,"Oth",22
"652",595,2014,7,11,"RE",14
"653",595,2014,7,11,"RL",204
"654",595,2014,7,11,"RP",70
"655",595,2014,7,17,"RL",80
"656",595,2014,7,17,"RP",36
"657",595,2015,5,26,"Oth",6
"658",595,2015,5,26,"RL",140
"659",595,2015,5,26,"RP",22
"660",595,2015,5,31,"Oth",18
"661",595,2015,5,31,"RL",198
"662",595,2015,5,31,"RP",22
"663",595,2015,7,2,"Oth",52
"664",595,2015,7,2,"RE",158
"665",595,2015,7,2,"RL",78
"666",595,2015,7,2,"RP",116
"667",595,2015,8,27,"Oth",2
"668",595,2015,8,27,"RL",56
"669",595,2015,8,27,"RP",4
"670",595,2015,9,7,"Oth",6
"671",595,2015,9,7,"RL",NA
"672",595,2015,9,7,"RP",9
"673",595,2016,7,2,"Oth",22
"674",595,2016,7,2,"RE",26
"675",595,2016,7,2,"RL",14
"676",595,2016,7,2,"RP",22
"677",595,2017,5,17,"Oth",8
"678",595,2017,5,17,"RL",6
"679",595,2017,5,17,"RP",102
"680",595,2017,6,4,"Oth",6
"681",595,2017,6,4,"RL",64
"682",595,2017,6,4,"RP",18
"683",595,2017,7,1,"Oth",18
"684",595,2017,7,1,"RE",32
"685",595,2017,7,1,"RL",30
"686",595,2017,7,1,"RP",32
"687",595,2017,7,2,"Oth",12
"688",595,2017,7,2,"RE",8
"689",595,2017,7,2,"RL",20
"690",595,2017,7,2,"RP",62
"691",595,2017,7,3,"Oth",20
"692",595,2017,7,3,"RL",42
"693",595,2017,7,3,"RP",14
"694",595,2017,7,9,"Oth",28
"695",595,2017,7,9,"RE",16
"696",595,2017,7,9,"RL",52
"697",595,2017,7,9,"RP",52
"698",595,2017,7,10,"Oth",2
"699",595,2017,7,10,"RE",4
"700",595,2017,7,10,"RL",156
"701",595,2017,7,10,"RP",54
"702",595,2017,7,11,"Oth",16
"703",595,2017,7,11,"RE",4
"704",595,2017,7,11,"RL",46
"705",595,2017,7,11,"RP",30
"706",595,2017,7,15,"Oth",38
"707",595,2017,7,15,"RE",4
"708",595,2017,7,15,"RL",242
"709",595,2017,7,15,"RP",32
"710",595,2017,7,22,"Oth",16
"711",595,2017,7,22,"RL",38
"712",595,2017,7,22,"RP",12
"713",595,2017,7,26,"Oth",38
"714",595,2017,7,26,"RL",224
"715",595,2017,7,26,"RP",72
"716",595,2018,6,20,"Oth",24
"717",595,2018,6,20,"RE",290
"718",595,2018,6,20,"RL",140
"719",595,2018,6,20,"RP",22
"720",595,2018,7,30,"Oth",10
"721",595,2018,7,30,"RL",160
"722",595,2018,7,30,"RP",10
"723",616,2003,8,6,"Oth",22
"724",616,2003,8,6,"RL",67
"725",616,2003,8,6,"RP",33
"726",616,2009,5,30,"Oth",21
"727",616,2009,5,30,"RL",11
"728",616,2009,5,30,"RP",6
"729",616,2014,6,5,"Oth",NA
"730",616,2014,6,5,"RE",NA
"731",616,2014,6,5,"RL",NA
"732",616,2014,6,5,"RP",NA
"733",616,2016,6,5,"Oth",5
"734",616,2016,6,5,"RL",29
"735",616,2016,6,5,"RP",5
"736",616,2017,6,23,"Oth",12
"737",616,2017,6,23,"RL",148
"738",616,2017,6,23,"RP",90
"739",616,2017,7,1,"Oth",8
"740",616,2017,7,1,"RL",46
"741",616,2017,7,1,"RP",32
"742",617,2000,4,14,"Oth",2
"743",617,2000,4,14,"RL",36
"744",617,2000,4,14,"RP",12
"745",617,2000,5,14,"Oth",23
"746",617,2000,5,14,"RL",49
"747",617,2000,5,14,"RP",32
"748",617,2000,5,20,"Oth",34
"749",617,2000,5,20,"RL",61
"750",617,2000,5,20,"RP",19
"751",617,2000,6,25,"Oth",71
"752",617,2000,6,25,"RL",78
"753",617,2000,6,25,"RP",37
"754",617,2000,7,22,"Oth",23
"755",617,2000,7,22,"RL",44
"756",617,2000,7,22,"RP",22
"757",617,2000,9,9,"Oth",127
"758",617,2000,9,9,"RL",300
"759",617,2000,9,9,"RP",26
"760",617,2001,4,14,"Oth",14
"761",617,2001,4,14,"RL",21
