"","HEXcell","ObsYear","ObsMonth","ObsDay","Code","ntot"
"1",507,2002,5,25,"Oth",1
"2",507,2002,5,25,"RP",1
"3",507,2006,6,17,"Oth",2
"4",507,2006,9,1,"Oth",4
"5",507,2006,9,1,"RL",8
"6",507,2006,9,1,"RP",2
"7",507,2007,8,25,"Oth",8
"8",507,2007,8,25,"RE",2
"9",507,2007,8,25,"RL",7
"10",507,2007,8,25,"RP",1
"11",507,2007,9,1,"Oth",6
"12",507,2007,9,1,"RL",5
"13",507,2007,9,23,"Oth",5
"14",507,2007,9,23,"RL",2
"15",507,2008,4,21,"Oth",14
"16",507,2008,6,8,"Oth",3
"17",507,2008,6,8,"RL",6
"18",507,2008,6,8,"RP",11
"19",507,2008,6,14,"RL",12
"20",507,2008,6,14,"RP",15
"21",507,2008,9,12,"Oth",4
"22",507,2008,9,12,"RL",1
"23",507,2008,9,12,"RP",1
"24",507,2008,9,26,"Oth",5
"25",507,2008,9,26,"RL",1
"26",507,2009,5,3,"Oth",18
"27",507,2009,5,3,"RP",4
"28",507,2009,5,22,"Oth",1
"29",507,2009,5,22,"RP",35
"30",507,2009,5,23,"Oth",1
"31",507,2009,5,23,"RL",5
"32",507,2009,5,23,"RP",32
"33",507,2009,5,30,"RL",18
"34",507,2009,5,30,"RP",10
"35",507,2009,6,4,"RL",8
"36",507,2009,6,4,"RP",7
"37",507,2016,6,14,"RL",12
"38",507,2016,6,17,"RL",4
"39",507,2016,7,1,"Oth",NA
"40",507,2016,7,1,"RE",NA
"41",507,2016,7,1,"RL",NA
"42",507,2016,7,6,"Oth",2
"43",507,2016,7,6,"RL",14
"44",507,2016,7,9,"RE",2
"45",507,2016,7,23,"Oth",NA
"46",507,2016,7,23,"RE",NA
"47",507,2016,7,23,"RL",NA
"48",507,2016,7,23,"RP",NA
"49",507,2016,10,1,"Oth",NA
"50",507,2016,10,6,"Oth",NA
"51",507,2017,3,30,"Oth",2
"52",507,2017,6,9,"Oth",6
"53",507,2017,6,9,"RL",30
"54",507,2017,6,9,"RP",8
"55",507,2017,6,10,"Oth",2
"56",507,2017,6,10,"RL",18
"57",507,2017,6,10,"RP",8
"58",507,2017,7,24,"Oth",NA
"59",507,2017,7,24,"RE",NA
"60",507,2017,7,24,"RL",NA
"61",507,2017,7,24,"RP",NA
"62",507,2018,4,28,"Oth",8
"63",507,2018,6,4,"RL",66
"64",507,2018,6,4,"RP",18
"65",534,2002,5,26,"RL",11
"66",534,2002,5,26,"RP",4
"67",534,2003,6,21,"RL",1
"68",534,2003,6,28,"Oth",1
"69",534,2007,6,2,"Oth",4
"70",534,2007,6,2,"RE",1
"71",534,2007,6,2,"RL",8
"72",534,2007,6,3,"Oth",7
"73",534,2007,6,3,"RL",2
"74",534,2007,6,3,"RP",0
"75",534,2014,8,1,"Oth",4
"76",534,2014,8,1,"RP",2
"77",534,2014,8,5,"Oth",NA
"78",534,2014,8,5,"RP",NA
"79",534,2014,10,20,"Oth",2
"80",534,2014,10,27,"Oth",2
"81",534,2015,5,7,"Oth",2
"82",534,2015,6,27,"Oth",2
"83",534,2015,6,27,"RP",8
"84",534,2015,9,20,"Oth",7
"85",534,2015,9,20,"RL",2
"86",534,2015,9,20,"RP",11
"87",534,2016,7,2,"Oth",26
"88",534,2016,7,2,"RL",5
"89",534,2016,7,2,"RP",10
"90",534,2016,11,3,"RL",8
"91",534,2017,3,28,"Oth",8
"92",534,2017,4,1,"Oth",22
"93",534,2017,4,4,"Oth",26
"94",534,2017,4,9,"Oth",14
"95",534,2017,4,9,"RP",2
"96",534,2017,4,15,"Oth",28
"97",534,2017,4,15,"RP",6
"98",534,2017,4,16,"Oth",102
"99",534,2017,4,16,"RP",10
"100",534,2017,4,28,"Oth",8
"101",534,2017,5,5,"Oth",NA
"102",534,2017,5,5,"RP",6
"103",534,2017,5,14,"Oth",8
"104",534,2017,5,14,"RL",22
"105",534,2017,5,14,"RP",32
"106",534,2017,5,27,"RL",3
"107",534,2017,5,31,"Oth",6
"108",534,2017,5,31,"RL",60
"109",534,2017,5,31,"RP",8
"110",534,2017,6,2,"Oth",10
"111",534,2017,6,2,"RL",62
"112",534,2017,6,2,"RP",14
"113",534,2017,6,4,"Oth",28
"114",534,2017,6,4,"RL",44
"115",534,2017,6,4,"RP",4
"116",534,2017,6,5,"RP",NA
"117",534,2017,6,12,"Oth",10
"118",534,2017,6,12,"RE",NA
"119",534,2017,6,12,"RL",NA
"120",534,2017,6,12,"RP",10
"121",534,2017,6,19,"Oth",2
"122",534,2017,6,19,"RE",NA
"123",534,2017,6,19,"RL",18
"124",534,2017,6,19,"RP",46
"125",534,2017,6,25,"Oth",6
"126",534,2017,6,25,"RL",36
"127",534,2017,6,25,"RP",14
"128",534,2017,6,26,"Oth",8
"129",534,2017,6,26,"RE",2
"130",534,2017,6,26,"RL",38
"131",534,2017,7,5,"Oth",2
"132",534,2017,7,5,"RL",3
"133",534,2017,7,5,"RP",7
"134",534,2017,9,22,"Oth",1
"135",534,2017,9,27,"Oth",NA
"136",534,2017,9,27,"RL",24
"137",534,2017,9,27,"RP",6
"138",534,2018,4,30,"Oth",44
"139",534,2018,6,7,"Oth",16
"140",534,2018,6,7,"RL",NA
"141",534,2018,6,7,"RP",NA
"142",534,2018,6,24,"Oth",1
"143",534,2018,6,25,"Oth",24
"144",534,2018,6,25,"RE",4
"145",534,2018,6,25,"RL",6
"146",534,2018,6,25,"RP",10
"147",535,2002,5,23,"Oth",2
"148",535,2002,5,23,"RL",13
"149",535,2002,5,23,"RP",43
"150",535,2002,5,25,"RP",26
"151",535,2002,6,6,"Oth",0
"152",535,2002,6,6,"RL",1
"153",535,2002,6,6,"RP",111
"154",535,2003,5,24,"Oth",1
"155",535,2003,5,24,"RL",8
"156",535,2003,5,24,"RP",33
"157",535,2003,5,25,"Oth",5
"158",535,2003,5,25,"RL",9
"159",535,2003,5,25,"RP",83
"160",535,2004,6,12,"Oth",2
"161",535,2004,6,14,"RP",1
"162",535,2014,5,10,"Oth",1
"163",535,2014,7,14,"Oth",5
"164",535,2014,7,14,"RL",NA
"165",535,2014,7,14,"RP",2
"166",535,2014,7,16,"Oth",3
"167",535,2014,7,16,"RE",NA
"168",535,2014,7,16,"RL",NA
"169",535,2014,7,16,"RP",NA
"170",535,2015,5,4,"Oth",4
"171",535,2015,5,4,"RL",11
"172",535,2015,5,4,"RP",16
"173",535,2015,6,3,"RL",4
"174",535,2015,6,3,"RP",3
"175",535,2015,6,4,"Oth",7
"176",535,2015,6,4,"RL",NA
"177",535,2015,6,4,"RP",NA
"178",535,2016,4,17,"Oth",12
"179",535,2016,4,17,"RP",1
"180",535,2016,6,11,"RP",1
"181",535,2016,10,2,"Oth",2
"182",535,2017,6,27,"RL",2
"183",535,2017,8,22,"Oth",23
"184",535,2017,8,22,"RL",3
"185",535,2017,8,22,"RP",28
"186",535,2018,5,25,"Oth",3
"187",535,2018,5,25,"RL",24
"188",535,2018,5,25,"RP",51
"189",535,2018,5,29,"Oth",2
"190",535,2018,5,29,"RL",2
"191",535,2018,5,29,"RP",5
"192",562,2002,5,27,"Oth",1
"193",562,2002,5,27,"RL",2
"194",562,2003,5,26,"RE",9
"195",562,2003,5,26,"RL",7
"196",562,2014,4,9,"Oth",6
"197",562,2014,4,21,"Oth",2
"198",562,2014,4,21,"RP",2
"199",562,2014,5,5,"Oth",1
"200",562,2014,5,8,"Oth",1
"201",562,2014,7,2,"RE",NA
"202",562,2014,8,18,"Oth",1
"203",562,2014,8,18,"RL",4
"204",562,2015,4,13,"Oth",1
"205",562,2015,5,3,"RL",1
"206",562,2015,5,3,"RP",2
"207",562,2015,5,6,"Oth",5
"208",562,2015,5,6,"RL",1
"209",562,2015,5,6,"RP",1
"210",562,2015,5,9,"Oth",4
"211",562,2015,5,9,"RL",2
"212",562,2015,5,9,"RP",1
"213",562,2015,5,13,"Oth",6
"214",562,2015,5,13,"RL",4
"215",562,2015,5,13,"RP",3
"216",562,2015,5,16,"Oth",4
"217",562,2015,5,16,"RL",2
"218",562,2015,5,31,"Oth",2
"219",562,2015,5,31,"RL",2
"220",562,2015,6,1,"Oth",1
"221",562,2015,6,2,"Oth",1
"222",562,2015,6,2,"RL",6
"223",562,2015,6,7,"Oth",4
"224",562,2015,6,7,"RL",11
"225",562,2015,6,7,"RP",1
"226",562,2015,6,14,"Oth",1
"227",562,2015,6,14,"RL",36
"228",562,2015,6,21,"Oth",1
"229",562,2015,6,21,"RL",11
"230",562,2015,6,21,"RP",3
"231",562,2015,6,26,"Oth",2
"232",562,2015,6,26,"RL",2
"233",562,2015,7,25,"Oth",14
"234",562,2015,7,25,"RE",2
"235",562,2015,7,25,"RL",5
"236",562,2015,7,25,"RP",3
"237",562,2015,7,30,"RL",1
"238",562,2015,8,8,"RP",1
"239",562,2015,8,30,"Oth",8
"240",562,2015,8,30,"RL",6
"241",562,2015,8,30,"RP",3
"242",562,2015,10,6,"Oth",5
"243",562,2015,10,6,"RL",9
"244",562,2015,10,6,"RP",1
"245",562,2016,3,11,"Oth",8
"246",562,2016,4,14,"Oth",1
"247",562,2016,4,16,"Oth",9
"248",562,2016,4,17,"Oth",2
"249",562,2016,4,17,"RP",3
"250",562,2016,4,18,"Oth",7
"251",562,2016,4,18,"RP",18
"252",562,2016,4,20,"RP",1
"253",562,2016,4,22,"Oth",4
"254",562,2016,4,22,"RP",24
"255",562,2016,6,27,"Oth",3
"256",562,2016,6,27,"RL",2
"257",562,2016,6,27,"RP",3
"258",562,2017,4,23,"Oth",42
"259",562,2017,4,23,"RL",2
"260",562,2017,4,23,"RP",66
"261",562,2017,5,5,"Oth",NA
"262",562,2017,5,5,"RL",10
"263",562,2017,5,5,"RP",12
"264",562,2017,5,7,"RL",4
"265",562,2017,6,2,"Oth",8
"266",562,2017,6,2,"RL",34
"267",562,2017,7,10,"Oth",3
"268",562,2017,7,12,"Oth",1
"269",562,2018,5,4,"Oth",10
"270",562,2018,5,4,"RL",6
"271",562,2018,5,4,"RP",18
"272",562,2018,5,15,"RL",3
"273",562,2018,5,15,"RP",3
"274",562,2018,5,23,"RL",90
"275",562,2018,5,23,"RP",18
"276",562,2018,7,31,"RP",1
"277",562,2018,8,9,"Oth",1
"278",562,2018,8,9,"RP",8
"279",562,2018,8,10,"Oth",1
"280",562,2018,8,17,"Oth",NA
"281",562,2018,8,17,"RL",38
"282",562,2018,8,17,"RP",22
"283",563,2002,5,26,"RL",21
"284",563,2002,5,26,"RP",16
"285",563,2002,5,27,"Oth",3
"286",563,2002,5,27,"RL",30
"287",563,2002,5,27,"RP",7
"288",563,2002,6,9,"Oth",1
"289",563,2002,6,9,"RE",8
"290",563,2002,6,9,"RL",24
"291",563,2002,6,16,"Oth",4
"292",563,2002,6,16,"RE",5
"293",563,2002,6,16,"RL",17
"294",563,2002,6,16,"RP",5
"295",563,2002,9,29,"Oth",1
"296",563,2002,9,29,"RL",67
"297",563,2002,10,10,"Oth",3
"298",563,2002,10,10,"RL",6
"299",563,2003,3,23,"Oth",1
"300",563,2003,5,28,"Oth",1
"301",563,2003,5,28,"RL",13
"302",563,2003,5,28,"RP",10
"303",563,2014,10,26,"RE",1
"304",563,2014,10,26,"RL",1
"305",563,2015,3,13,"Oth",4
"306",563,2015,4,16,"RP",2
"307",563,2015,4,17,"Oth",14
"308",563,2015,5,7,"Oth",4
"309",563,2015,5,7,"RP",4
"310",563,2015,5,21,"Oth",6
"311",563,2015,5,21,"RL",14
"312",563,2015,5,21,"RP",12
"313",563,2015,6,14,"Oth",1
"314",563,2015,6,14,"RE",4
"315",563,2015,6,14,"RL",6
"316",563,2015,7,17,"Oth",16
"317",563,2015,7,17,"RP",2
"318",563,2015,9,12,"Oth",198
"319",563,2015,9,12,"RP",18
"320",563,2015,9,21,"Oth",16
"321",563,2015,9,21,"RL",2
"322",563,2015,9,21,"RP",10
"323",563,2016,4,16,"Oth",6
"324",563,2016,7,22,"Oth",2
"325",563,2016,7,22,"RE",22
"326",563,2016,7,22,"RL",24
"327",563,2016,7,22,"RP",2
"328",563,2016,9,24,"RP",1
"329",563,2016,11,5,"Oth",4
"330",563,2016,11,5,"RL",4
"331",563,2017,2,21,"Oth",4
"332",563,2017,4,9,"Oth",20
"333",563,2017,4,16,"Oth",24
"334",563,2017,4,17,"Oth",2
"335",563,2017,5,3,"Oth",1
"336",563,2017,5,3,"RL",2
"337",563,2017,5,3,"RP",4
"338",563,2017,5,27,"Oth",2
"339",563,2017,5,27,"RL",1
"340",563,2017,5,27,"RP",4
"341",563,2017,5,28,"RL",2
"342",563,2017,6,1,"Oth",2
"343",563,2017,6,1,"RL",25
"344",563,2017,6,1,"RP",2
"345",563,2017,6,15,"Oth",42
"346",563,2017,6,15,"RL",34
"347",563,2017,6,15,"RP",4
"348",563,2017,8,13,"Oth",32
"349",563,2017,8,13,"RP",4
"350",563,2017,8,16,"Oth",12
"351",563,2017,8,16,"RL",4
"352",563,2017,8,16,"RP",10
"353",563,2017,9,5,"Oth",102
"354",563,2017,9,5,"RP",2
"355",563,2017,11,8,"Oth",2
"356",563,2018,5,7,"Oth",14
"357",563,2018,5,7,"RP",14
"358",563,2018,5,14,"RL",2
"359",563,2018,5,14,"RP",34
"360",563,2018,6,9,"Oth",6
"361",563,2018,6,9,"RL",12
"362",563,2018,6,16,"Oth",2
"363",563,2018,6,16,"RL",32
"364",563,2018,6,16,"RP",8
"365",563,2018,6,17,"Oth",2
"366",563,2018,6,24,"Oth",22
"367",563,2018,6,24,"RL",52
"368",563,2018,6,24,"RP",8
"369",563,2018,8,6,"Oth",1
"370",563,2018,8,6,"RP",1
"371",563,2018,8,7,"Oth",12
"372",563,2018,8,7,"RL",44
"373",563,2018,8,7,"RP",8
"374",563,2018,8,8,"Oth",62
"375",563,2018,8,8,"RL",16
"376",563,2018,8,8,"RP",94
"377",563,2018,8,9,"Oth",4
"378",563,2018,8,9,"RL",13
"379",563,2018,8,9,"RP",3
"380",563,2018,8,12,"Oth",30
"381",563,2018,8,12,"RL",14
"382",563,2018,8,12,"RP",16
"383",563,2018,8,15,"Oth",18
"384",563,2018,8,15,"RL",3
"385",563,2018,8,15,"RP",84
"386",563,2018,8,18,"Oth",38
"387",563,2018,8,18,"RL",8
"388",563,2018,8,18,"RP",22
"389",563,2018,8,22,"Oth",410
"390",563,2018,8,22,"RL",14
"391",563,2018,8,22,"RP",40
"392",564,2002,7,18,"Oth",2
"393",564,2002,7,18,"RL",7
"394",564,2005,5,30,"RL",1
"395",564,2005,5,30,"RP",1
"396",564,2005,5,31,"Oth",1
"397",564,2005,5,31,"RL",6
"398",564,2005,5,31,"RP",28
"399",564,2017,9,11,"Oth",6
"400",564,2017,9,11,"RL",118
"401",564,2017,9,11,"RP",4
"402",564,2018,5,23,"RL",59
"403",564,2018,5,23,"RP",14
"404",565,2008,6,21,"Oth",1
"405",565,2008,6,21,"RE",5
"406",565,2008,6,21,"RL",4
"407",565,2008,6,21,"RP",1
"408",565,2008,6,27,"Oth",1
"409",565,2008,6,27,"RE",3
"410",565,2008,6,27,"RL",4
"411",565,2008,6,27,"RP",1
"412",565,2008,7,1,"Oth",3
"413",565,2008,7,1,"RE",40
"414",565,2008,7,1,"RL",6
"415",565,2008,10,12,"Oth",6
"416",565,2015,7,13,"Oth",3
"417",565,2015,7,13,"RL",NA
"418",567,2002,6,9,"Oth",1
"419",567,2002,6,9,"RL",2
"420",567,2002,6,9,"RP",4
"421",567,2002,6,10,"Oth",8
"422",567,2002,6,10,"RL",14
"423",567,2002,6,10,"RP",96
"424",567,2002,6,13,"Oth",5
"425",567,2002,6,13,"RL",10
"426",567,2002,6,13,"RP",20
"427",567,2002,7,10,"RE",2
"428",567,2002,7,10,"RL",25
"429",567,2002,7,11,"Oth",2
"430",567,2002,7,11,"RE",6
"431",567,2002,7,11,"RL",51
"432",567,2002,7,11,"RP",1
"433",567,2002,8,20,"Oth",11
"434",567,2002,8,20,"RE",7
"435",567,2002,8,20,"RL",74
"436",567,2002,8,20,"RP",4
"437",567,2003,8,8,"Oth",2
"438",567,2003,8,8,"RL",1
"439",567,2005,5,29,"RL",1
"440",567,2005,5,29,"RP",6
"441",567,2005,5,31,"RL",1
"442",567,2005,5,31,"RP",4
"443",567,2005,6,7,"RL",2
"444",567,2005,6,7,"RP",3
"445",567,2005,6,12,"RL",34
"446",567,2005,6,12,"RP",9
"447",567,2005,6,20,"RL",4
"448",567,2005,6,20,"RP",2
"449",567,2005,7,14,"RL",3
"450",567,2005,7,14,"RP",1
"451",567,2005,8,15,"RL",4
"452",567,2005,8,15,"RP",1
"453",567,2005,8,16,"RL",22
"454",567,2005,8,18,"Oth",1
"455",567,2005,8,18,"RL",1
"456",567,2005,8,19,"Oth",1
"457",567,2005,8,19,"RL",6
"458",567,2005,9,7,"Oth",1
"459",567,2005,9,7,"RL",2
"460",567,2005,9,8,"Oth",3
"461",567,2005,9,8,"RL",1
"462",567,2005,9,27,"RL",3
"463",567,2005,10,8,"RL",6
"464",567,2006,6,14,"RL",1
"465",567,2006,6,17,"RL",1
"466",567,2007,4,20,"Oth",2
"467",567,2007,5,4,"RP",1
"468",567,2007,5,7,"RP",1
"469",567,2007,5,10,"RP",3
"470",567,2007,5,14,"RP",2
"471",567,2007,5,24,"RP",1
"472",567,2007,6,2,"RP",1
"473",567,2007,6,7,"RL",1
"474",567,2007,6,8,"RP",1
"475",567,2007,6,14,"RL",3
"476",567,2007,6,14,"RP",1
"477",567,2007,6,20,"Oth",1
"478",567,2007,7,23,"Oth",1
"479",567,2007,7,24,"Oth",1
"480",567,2007,8,4,"RL",1
"481",567,2007,8,23,"RL",1
"482",567,2007,9,27,"Oth",1
"483",567,2007,10,3,"Oth",1
"484",567,2007,10,23,"Oth",1
"485",567,2008,4,21,"Oth",2
"486",567,2008,5,6,"RP",1
"487",567,2008,5,7,"Oth",1
"488",567,2008,5,9,"RP",1
"489",567,2008,5,11,"RP",1
"490",567,2008,5,29,"RP",2
"491",567,2008,6,8,"RL",4
"492",567,2008,6,8,"RP",11
"493",567,2008,6,10,"Oth",1
"494",567,2008,6,10,"RL",18
"495",567,2008,6,10,"RP",3
"496",567,2008,6,11,"Oth",2
"497",567,2008,6,15,"Oth",1
"498",567,2008,6,15,"RL",1
"499",567,2008,6,15,"RP",2
"500",567,2008,6,18,"RL",10
"501",567,2008,6,18,"RP",2
"502",567,2008,6,24,"RE",3
"503",567,2008,6,24,"RL",1
"504",567,2008,6,24,"RP",2
"505",567,2008,6,25,"RE",6
"506",567,2008,6,25,"RL",1
"507",567,2008,6,30,"RE",2
"508",567,2008,6,30,"RL",3
"509",567,2008,7,2,"RE",3
"510",567,2008,7,2,"RL",1
"511",567,2008,7,2,"RP",1
"512",567,2008,7,5,"RE",1
"513",567,2008,7,5,"RL",4
"514",567,2008,7,5,"RP",1
"515",567,2008,8,20,"RL",1
"516",567,2008,8,20,"RP",1
"517",567,2008,9,22,"RP",1
"518",567,2008,9,23,"Oth",1
"519",567,2009,5,13,"RP",1
"520",567,2009,5,15,"RP",2
"521",567,2009,5,25,"RP",1
"522",567,2009,6,3,"RL",1
"523",567,2014,5,29,"Oth",10
"524",567,2014,5,29,"RL",4
"525",567,2014,5,29,"RP",NA
"526",567,2014,5,30,"Oth",4
"527",567,2014,5,30,"RP",NA
"528",567,2014,7,18,"Oth",NA
"529",567,2014,7,18,"RE",NA
"530",567,2014,7,18,"RL",NA
"531",567,2014,7,18,"RP",2
"532",567,2014,8,3,"Oth",1
"533",567,2014,8,3,"RP",1
"534",567,2014,9,26,"Oth",2
"535",567,2015,8,10,"Oth",8
"536",567,2015,8,10,"RL",8
"537",567,2016,7,1,"RL",14
"538",567,2016,7,4,"RL",8
"539",567,2016,7,4,"RP",4
"540",567,2017,6,13,"Oth",1
"541",567,2017,6,13,"RP",3
"542",567,2017,7,19,"Oth",2
"543",567,2017,7,19,"RE",2
"544",567,2017,7,19,"RL",22
"545",567,2017,7,19,"RP",2
"546",568,2002,5,27,"RE",0
"547",568,2002,5,27,"RL",0
"548",568,2002,5,27,"RP",0
"549",568,2003,5,18,"RP",0
"550",568,2003,5,26,"RL",5
"551",568,2003,5,26,"RP",7
"552",568,2003,6,19,"Oth",1
"553",568,2003,6,19,"RL",1
"554",568,2003,6,19,"RP",20
"555",568,2004,5,29,"Oth",0
"556",568,2004,5,29,"RL",10
"557",568,2004,5,29,"RP",28
"558",568,2004,5,31,"RL",6
"559",568,2004,5,31,"RP",31
"560",568,2007,6,16,"RL",9
"561",568,2014,6,27,"RL",NA
"562",568,2014,6,27,"RP",25
"563",568,2014,7,19,"Oth",8
"564",568,2014,7,19,"RE",4
"565",568,2014,7,19,"RL",NA
"566",568,2014,7,19,"RP",26
"567",568,2014,8,17,"Oth",4
"568",568,2014,8,17,"RL",76
"569",568,2014,8,17,"RP",2
"570",568,2014,9,17,"Oth",12
"571",568,2015,8,11,"Oth",1
"572",568,2015,8,11,"RE",30
"573",568,2015,8,11,"RL",8
"574",568,2016,6,17,"Oth",4
"575",568,2016,6,17,"RP",4
"576",568,2016,7,1,"RL",2
"577",568,2016,7,1,"RP",2
"578",568,2016,9,17,"Oth",1
"579",568,2017,8,7,"Oth",28
"580",568,2017,8,8,"Oth",2
"581",568,2017,8,8,"RL",2
"582",568,2018,5,8,"RP",20
"583",589,2009,5,11,"Oth",1
"584",589,2014,7,15,"Oth",2
"585",589,2014,7,15,"RL",2
"586",589,2014,7,15,"RP",2
"587",589,2014,8,6,"Oth",2
"588",589,2014,8,6,"RP",1
"589",589,2014,8,11,"RP",1
"590",589,2014,8,14,"Oth",NA
"591",589,2014,8,14,"RE",4
"592",589,2014,8,14,"RL",NA
"593",589,2014,8,14,"RP",NA
"594",589,2015,3,16,"Oth",1
"595",589,2016,6,13,"RL",2
"596",589,2017,4,10,"RP",2
"597",589,2017,4,16,"Oth",2
"598",589,2017,4,18,"RP",2
"599",589,2017,4,22,"Oth",8
"600",589,2017,5,2,"RL",4
"601",589,2017,5,4,"RP",6
"602",589,2017,5,9,"RL",2
"603",589,2017,5,12,"RL",4
"604",589,2017,5,15,"Oth",2
"605",589,2017,5,15,"RL",4
"606",589,2017,5,15,"RP",8
"607",589,2017,5,16,"Oth",30
"608",589,2017,5,16,"RL",4
"609",589,2017,5,16,"RP",4
"610",589,2017,5,22,"Oth",4
"611",589,2017,5,22,"RL",6
"612",589,2017,5,22,"RP",4
"613",589,2017,5,28,"Oth",2
"614",589,2017,6,7,"Oth",4
"615",589,2017,6,7,"RE",2
"616",589,2017,6,7,"RL",10
"617",589,2017,6,7,"RP",12
"618",589,2017,6,8,"Oth",2
"619",589,2017,6,8,"RL",4
"620",589,2017,6,8,"RP",16
"621",589,2017,6,14,"Oth",6
"622",589,2017,6,14,"RL",12
"623",589,2017,6,14,"RP",12
"624",589,2017,6,26,"Oth",4
"625",589,2017,6,26,"RL",24
"626",589,2017,7,3,"Oth",14
"627",589,2017,7,3,"RL",2
"628",589,2017,7,3,"RP",6
"629",589,2017,8,9,"Oth",4
"630",589,2017,8,9,"RE",8
"631",589,2017,8,9,"RL",6
"632",589,2017,8,9,"RP",8
"633",590,2002,6,7,"Oth",3
"634",590,2002,6,7,"RL",4
"635",590,2002,6,7,"RP",8
"636",590,2002,6,16,"RL",1
"637",590,2002,7,28,"Oth",1
"638",590,2002,7,28,"RL",1
"639",590,2002,7,28,"RP",3
"640",590,2002,7,29,"Oth",4
"641",590,2002,7,29,"RL",8
"642",590,2002,7,29,"RP",15
"643",590,2002,8,5,"Oth",3
"644",590,2002,8,5,"RL",6
"645",590,2002,8,5,"RP",8
"646",590,2002,8,9,"Oth",11
"647",590,2002,8,9,"RL",21
"648",590,2002,8,9,"RP",20
"649",590,2002,8,15,"Oth",2
"650",590,2002,8,15,"RL",5
"651",590,2002,8,15,"RP",6
"652",590,2003,3,23,"Oth",3
"653",590,2003,3,24,"Oth",2
"654",590,2003,5,2,"Oth",0
"655",590,2003,5,2,"RL",2
"656",590,2003,5,2,"RP",2
"657",590,2004,6,20,"RL",1
"658",590,2004,8,1,"RL",1
"659",590,2004,8,22,"Oth",1
"660",590,2004,9,1,"Oth",1
"661",590,2004,9,1,"RL",1
"662",590,2004,9,1,"RP",1
"663",590,2004,9,9,"Oth",2
"664",590,2004,9,9,"RP",2
"665",590,2004,9,25,"Oth",1
"666",590,2004,9,25,"RL",1
"667",590,2004,9,25,"RP",1
"668",590,2005,3,26,"Oth",2
"669",590,2005,3,27,"Oth",1
"670",590,2005,4,17,"Oth",1
"671",590,2005,4,17,"RP",1
"672",590,2005,4,19,"RP",1
"673",590,2005,4,24,"Oth",1
"674",590,2005,5,10,"Oth",1
"675",590,2005,5,14,"Oth",1
"676",590,2006,6,13,"Oth",2
"677",590,2006,6,13,"RL",172
"678",590,2006,6,13,"RP",254
"679",590,2006,6,14,"Oth",2
"680",590,2006,6,14,"RL",6
"681",590,2006,6,14,"RP",62
"682",590,2006,6,27,"Oth",8
"683",590,2006,6,27,"RE",1
"684",590,2006,6,27,"RL",31
"685",590,2006,6,27,"RP",15
"686",590,2006,6,28,"Oth",2
"687",590,2006,6,28,"RE",1
"688",590,2006,6,28,"RL",6
"689",590,2006,6,28,"RP",4
"690",590,2006,7,21,"Oth",3
"691",590,2006,7,21,"RL",26
"692",590,2006,7,21,"RP",29
"693",590,2006,7,28,"Oth",10
"694",590,2006,7,28,"RL",25
"695",590,2006,7,28,"RP",32
"696",590,2006,8,15,"Oth",17
"697",590,2006,8,15,"RL",27
"698",590,2006,8,15,"RP",11
"699",590,2006,11,11,"RP",23
"700",590,2008,4,4,"Oth",1
"701",590,2008,4,5,"RP",1
"702",590,2008,5,1,"Oth",3
"703",590,2008,5,1,"RP",2
"704",590,2008,5,6,"Oth",1
"705",590,2008,5,6,"RP",8
"706",590,2008,5,7,"Oth",1
"707",590,2008,5,7,"RL",1
"708",590,2008,5,7,"RP",4
"709",590,2008,6,10,"Oth",5
"710",590,2008,6,10,"RL",9
"711",590,2008,6,10,"RP",8
"712",590,2008,6,11,"Oth",1
"713",590,2008,6,11,"RL",1
"714",590,2008,6,11,"RP",14
"715",590,2008,6,14,"Oth",3
"716",590,2008,6,14,"RL",5
"717",590,2008,6,14,"RP",41
"718",590,2008,6,18,"Oth",6
"719",590,2008,6,18,"RL",132
"720",590,2008,6,18,"RP",114
"721",590,2008,6,23,"Oth",2
"722",590,2008,6,23,"RL",1
"723",590,2008,6,23,"RP",76
"724",590,2014,4,5,"Oth",1
"725",590,2015,3,9,"Oth",1
"726",590,2015,7,7,"Oth",1
"727",590,2015,7,7,"RL",1
"728",590,2015,7,8,"Oth",1
"729",590,2015,7,9,"Oth",1
"730",590,2015,10,10,"Oth",5
"731",590,2015,10,10,"RL",51
"732",590,2015,10,10,"RP",1
"733",590,2015,11,15,"RL",1
"734",590,2016,6,14,"RP",NA
"735",590,2017,4,9,"Oth",1
"736",590,2017,4,9,"RL",2
"737",590,2017,4,9,"RP",3
"738",590,2017,5,27,"Oth",2
"739",590,2017,5,27,"RL",1
"740",590,2017,5,27,"RP",2
"741",590,2017,5,29,"Oth",1
"742",590,2017,5,29,"RP",4
"743",590,2017,10,20,"Oth",175
"744",590,2017,10,20,"RL",3
"745",590,2017,10,20,"RP",26
"746",590,2018,4,28,"RP",7
"747",590,2018,8,4,"RL",1
"748",590,2018,8,5,"Oth",7
"749",590,2018,8,5,"RP",2
"750",590,2018,8,9,"Oth",2
"751",590,2018,8,21,"Oth",2
"752",590,2018,8,30,"Oth",9
"753",590,2018,8,30,"RL",3
"754",590,2018,8,30,"RP",8
"755",591,2001,6,15,"Oth",3
"756",591,2001,6,15,"RE",4
"757",591,2001,6,15,"RL",7
"758",591,2002,7,17,"RL",52
